"","from","to","dist","dur","gAPI","arcDist","area.from","area.to"
"963","coma1246","aloa1235",102437,84853,"OK",37356.7385439384,"Mesoamerica","Mesoamerica"
"964","maza1294","aloa1235",48398,40678,"OK",32220.7282277261,"Mesoamerica","Mesoamerica"
"965","peno1244","aloa1235",79512,65223,"OK",47858.5981894671,"Mesoamerica","Mesoamerica"
"966","quio1240","aloa1235",104444,86917,"OK",22352.0049553481,"Mesoamerica","Mesoamerica"
"968","sanj1284","aloa1235",71638,58147,"OK",45154.3437127563,"Mesoamerica","Mesoamerica"
"969","sier1250","aloa1235",37124,31626,"OK",13276.9752650502,"Mesoamerica","Mesoamerica"
"970","soch1239","aloa1235",222493,181772,"OK",45199.4215431558,"Mesoamerica","Mesoamerica"
"971","sout3002","aloa1235",67531,54691,"OK",36485.5145916157,"Mesoamerica","Mesoamerica"
"972","sout3004","aloa1235",103448,84898,"OK",40821.8413671191,"Mesoamerica","Mesoamerica"
"973","sout3005","aloa1235",57312,48621,"OK",21695.9209915126,"Mesoamerica","Mesoamerica"
"974","tama1339","aloa1235",97950,79478,"OK",49592.5714183093,"Mesoamerica","Mesoamerica"
"975","teja1235","aloa1235",56833,46814,"OK",38693.9166546426,"Mesoamerica","Mesoamerica"
"976","tepe1279","aloa1235",126150,105094,"OK",39561.3994025136,"Mesoamerica","Mesoamerica"
"977","tepe1280","aloa1235",178415,144401,"OK",38393.7625365553,"Mesoamerica","Mesoamerica"
"978","yare1249","aloa1235",24399,21290,"OK",9112.70613645685,"Mesoamerica","Mesoamerica"
"979","zaac1239","aloa1235",70651,57287,"OK",46557.3113569656,"Mesoamerica","Mesoamerica"
"980","zoog1238","aloa1235",131808,103085,"OK",48676.6404097741,"Mesoamerica","Mesoamerica"
"981","east2696","alop1235",102361,83024,"OK",39486.7224156789,"Southeast Asia","Southeast Asia"
"982","honi1244","alop1235",84964,69490,"OK",42862.3460524059,"Southeast Asia","Southeast Asia"
"983","phol1237","alop1235",52880,42381,"OK",33059.0193146025,"Southeast Asia","Southeast Asia"
"984","taiy1242","alop1235",17258,13921,"OK",4183.20156755045,"Southeast Asia","Southeast Asia"
"985","blag1240","alor1247",17603,13151,"OK",12777.0096728299,"Oceania","Oceania"
"990","lamm1241","alor1247",61014,46476,"OK",42674.9926267208,"Oceania","Oceania"
"991","nede1245","alor1247",17220,13525,"OK",12257.4061312781,"Oceania","Oceania"
"993","teiw1235","alor1247",41237,31712,"OK",21641.3820413604,"Oceania","Oceania"
"995","hani1248","alug1235",205832,166895,"OK",38990.8834077362,"Southeast Asia","Southeast Asia"
"996","moji1238","alug1235",208210,167178,"OK",48487.401432388,"Southeast Asia","Southeast Asia"
"997","muzi1235","alug1235",208210,167178,"OK",48487.401432388,"Southeast Asia","Southeast Asia"
"998","nort2716","alug1235",208210,167178,"OK",43040.9424513941,"Southeast Asia","Southeast Asia"
"999","phup1239","alug1235",138197,111186,"OK",40989.6529254674,"Southeast Asia","Southeast Asia"
"1000","phuz1235","alug1235",196082,158448,"OK",41358.3287924677,"Southeast Asia","Southeast Asia"
"1001","qila1235","alug1235",208210,167178,"OK",49977.5871095963,"Southeast Asia","Southeast Asia"
"1002","sout2722","alug1235",208210,167178,"OK",34413.0582558904,"Southeast Asia","Southeast Asia"
"1003","bada1257","aluk1238",37156,29016,"OK",22425.3609594077,"Indic","Indic"
"1004","bett1235","aluk1238",62416,49966,"OK",38819.6188856563,"Indic","Indic"
"1008","kota1263","aluk1238",31713,25075,"OK",22755.2110126181,"Indic","Indic"
"1010","toda1252","aluk1238",49494,40899,"OK",25061.493944427,"Indic","Indic"
"1011","ayuu1242","alum1246",38194,27406,"OK",28033.8285121563,"African Savannah","African Savannah"
"1031","hulu1246","alun1238",60375,48648,"OK",34343.0945023959,"Oceania","Oceania"
"1032","kaib1244","alun1238",41159,33390,"OK",20963.6938626462,"Oceania","Oceania"
"1033","kama1362","alun1238",97121,75262,"OK",35767.4246305042,"Oceania","Oceania"
"1034","latu1237","alun1238",119723,92725,"OK",44978.192062789,"Oceania","Oceania"
"1036","luhu1243","alun1238",58184,46321,"OK",47613.9107700761,"Oceania","Oceania"
"1038","naka1263","alun1238",51745,42373,"OK",31897.9017943186,"Oceania","Oceania"
"1041","paul1238","alun1238",144538,111531,"OK",45515.4927595301,"Oceania","Oceania"
"1044","wusa1235","aluo1235",214541,171915,"OK",44751.1071160914,"Southeast Asia","Southeast Asia"
"1045","lend1245","alur1250",56594,41483,"OK",40651.7629794433,"S Africa","S Africa"
"1046","huau1237","amah1245",96056,75191,"OK",49779.9039777386,"Oceania","Oceania"
"1049","loun1239","amah1245",121854,92331,"OK",49349.9383253341,"Oceania","Oceania"
"1051","nila1244","amah1245",37261,27300,"OK",12390.738638215,"Oceania","Oceania"
"1057","sepa1242","amah1245",41070,30621,"OK",34179.8021634285,"Oceania","Oceania"
"1058","seru1245","amah1245",37261,27300,"OK",12390.738638215,"Oceania","Oceania"
"1060","sout2895","amah1245",25780,18726,"OK",25131.4742867625,"Oceania","Oceania"
"1061","teun1241","amah1245",37261,27300,"OK",407029.857423296,"Oceania","Oceania"
"1162","maun1240","amar1271",128310,92598,"OK",37293.5646866322,"N Australia","N Australia"
"1167","kupa1239","amar1273",52075,39640,"OK",36769.0099317175,"Oceania","Oceania"
"1173","coat1243","amat1238",77468,62090,"OK",41705.2609780702,"Mesoamerica","Mesoamerica"
"1174","coat1244","amat1238",66801,53007,"OK",48067.2178150402,"Mesoamerica","Mesoamerica"
"1175","lapa1249","amat1238",79435,65677,"OK",33936.7432522794,"Mesoamerica","Mesoamerica"
"1176","miah1235","amat1238",51920,40086,"OK",28823.5211423174,"Mesoamerica","Mesoamerica"
"1177","mixt1426","amat1238",63663,51796,"OK",20583.9503093813,"Mesoamerica","Mesoamerica"
"1178","ozol1235","amat1238",56018,46144,"OK",25905.1344895964,"Mesoamerica","Mesoamerica"
"1179","quio1241","amat1238",93364,75698,"OK",27320.8122525728,"Mesoamerica","Mesoamerica"
"1180","sana1286","amat1238",35549,28320,"OK",8862.3154431254,"Mesoamerica","Mesoamerica"
"1181","sanb1241","amat1238",100878,82926,"OK",46370.857550274,"Mesoamerica","Mesoamerica"
"1182","sant1451","amat1238",161555,132657,"OK",45983.8755394324,"Mesoamerica","Mesoamerica"
"1183","sant1452","amat1238",127263,105834,"OK",47273.8897623,"Mesoamerica","Mesoamerica"
"1184","sanv1242","amat1238",73862,60081,"OK",49855.5653689854,"Mesoamerica","Mesoamerica"
"1185","xana1235","amat1238",144336,119874,"OK",39724.2145986246,"Mesoamerica","Mesoamerica"
"1197","bata1297","amba1267",98880,73458,"OK",49830.4190519632,"Oceania","Oceania"
"1199","maga1263","amba1267",75823,55055,"OK",46322.9617800872,"Oceania","Oceania"
"1200","magi1241","amba1267",24866,18225,"OK",19560.318669673,"Oceania","Oceania"
"1201","pamp1243","amba1267",40086,29642,"OK",28541.7164929571,"Oceania","Oceania"
"1241","butm1237","ambl1237",80323,58570,"OK",22135.0706342279,"Oceania","Oceania"
"1243","lore1244","ambl1237",87092,63686,"OK",36638.1029587163,"Oceania","Oceania"
"1246","mere1242","ambl1237",97001,71982,"OK",26384.2710714744,"Oceania","Oceania"
"1252","shar1244","ambl1237",64054,47247,"OK",26900.1296830027,"Oceania","Oceania"
"1253","tamb1253","ambl1237",34192,25762,"OK",20357.1781981506,"Oceania","Oceania"
"1254","tang1347","ambl1237",7815,6455,"OK",5346.05694928483,"Oceania","Oceania"
"1255","tial1239","ambl1237",114039,85521,"OK",33622.0697518437,"Oceania","Oceania"
"1257","tutu1241","ambl1237",45923,34287,"OK",28890.0556847335,"Oceania","Oceania"
"1258","wail1242","ambl1237",16898,12947,"OK",7476.36668352813,"Oceania","Oceania"
"1273","asil1242","ambo1250",61706,46051,"OK",26162.9646796069,"Oceania","Oceania"
"1275","hitu1239","ambo1250",32718,24547,"OK",15435.5409245895,"Oceania","Oceania"
"1276","laha1251","ambo1250",39697,29430,"OK",12348.3498721965,"Oceania","Oceania"
"1277","lari1255","ambo1250",52689,39224,"OK",25975.9730673807,"Oceania","Oceania"
"1278","seit1239","ambo1250",44103,32864,"OK",17199.6203422471,"Oceania","Oceania"
"1279","tule1244","ambo1250",29183,21705,"OK",20584.6926924785,"Oceania","Oceania"
"1298","mehe1243","ambr1239",24579,19576,"OK",13021.9767238084,"N Coast New Guinea","N Coast New Guinea"
"1311","urim1252","ambr1239",24570,18823,"OK",10852.9213912598,"N Coast New Guinea","N Coast New Guinea"
"1313","wana1268","ambr1239",14478,11667,"OK",6836.24057689287,"N Coast New Guinea","N Coast New Guinea"
"1319","boik1241","ambu1247",64852,49378,"OK",47352.5368616814,"N Coast New Guinea","N Coast New Guinea"
"1322","buru1309","ambu1247",32279,23619,"OK",28823.797944387,"N Coast New Guinea","N Coast New Guinea"
"1328","mufi1238","ambu1247",35700,26352,"OK",25161.176769079,"N Coast New Guinea","N Coast New Guinea"
"1335","anja1238","amel1241",30972,23335,"OK",18966.0904119245,"N Coast New Guinea","N Coast New Guinea"
"1337","asas1240","amel1241",96069,72846,"OK",47312.8097765555,"Interior New Guinea","N Coast New Guinea"
"1340","barg1252","amel1241",65106,47895,"OK",47263.6513402732,"N Coast New Guinea","N Coast New Guinea"
"1341","bauu1244","amel1241",36573,27392,"OK",8930.37935686984,"N Coast New Guinea","N Coast New Guinea"
"1343","bilb1241","amel1241",15612,12032,"OK",9020.52516620923,"N Coast New Guinea","N Coast New Guinea"
"1345","dana1254","amel1241",64704,49548,"OK",37338.0383031972,"Interior New Guinea","N Coast New Guinea"
"1346","dudu1240","amel1241",28984,21734,"OK",16356.5515281659,"N Coast New Guinea","N Coast New Guinea"
"1349","geda1237","amel1241",25972,19580,"OK",16037.9168636696,"N Coast New Guinea","N Coast New Guinea"
"1351","guma1255","amel1241",14232,10480,"OK",10869.4720633862,"N Coast New Guinea","N Coast New Guinea"
"1352","iseb1246","amel1241",10645,7895,"OK",9369.49676942291,"N Coast New Guinea","N Coast New Guinea"
"1360","matu1261","amel1241",63127,46475,"OK",43890.227711811,"N Coast New Guinea","N Coast New Guinea"
"1363","muni1257","amel1241",39529,29412,"OK",16307.8226563936,"N Coast New Guinea","N Coast New Guinea"
"1366","nobo1238","amel1241",45433,33444,"OK",24840.0782647968,"N Coast New Guinea","N Coast New Guinea"
"1367","ogea1238","amel1241",20914,16045,"OK",9950.50326986744,"N Coast New Guinea","N Coast New Guinea"
"1368","pani1258","amel1241",24484,18430,"OK",11230.6174441015,"N Coast New Guinea","N Coast New Guinea"
"1372","remp1241","amel1241",48560,35920,"OK",31470.5456250937,"N Coast New Guinea","N Coast New Guinea"
"1378","siha1245","amel1241",36266,27076,"OK",12585.4942753954,"N Coast New Guinea","N Coast New Guinea"
"1383","suma1270","amel1241",58972,44855,"OK",32018.215997693,"N Coast New Guinea","N Coast New Guinea"
"1385","urig1240","amel1241",78922,60393,"OK",38763.5316653995,"Interior New Guinea","N Coast New Guinea"
"1388","wagi1249","amel1241",30120,22370,"OK",13293.4243032535,"N Coast New Guinea","N Coast New Guinea"
"1392","yoid1240","amel1241",59839,44102,"OK",39840.1951668038,"N Coast New Guinea","N Coast New Guinea"
"1393","bala1310","amga1235",98033,80850,"OK",32930.5267452995,"Oceania","Oceania"
"1395","butb1235","amga1235",85698,70118,"OK",36256.6604050087,"Oceania","Oceania"
"1397","fina1242","amga1235",59921,48821,"OK",16212.1813555778,"Oceania","Oceania"
"1398","gadd1244","amga1235",72858,58941,"OK",42038.4031110219,"Oceania","Oceania"
"1401","kele1259","amga1235",48503,39589,"OK",21353.8204474531,"Oceania","Oceania"
"1403","mayo1262","amga1235",160942,125972,"OK",28522.9819637345,"Oceania","Oceania"
"1404","nort2877","amga1235",99002,81668,"OK",35482.1660373835,"Oceania","Oceania"
"1406","tino1235","amga1235",89299,73406,"OK",13445.5067359167,"Oceania","Oceania"
"1407","tuwa1243","amga1235",59323,49022,"OK",27447.5302997439,"Oceania","Oceania"
"1457","elot1235","amol1236",202154,163471,"OK",36827.9308148211,"Mesoamerica","Mesoamerica"
"1458","huit1252","amol1236",245349,194105,"OK",48016.2043002791,"Mesoamerica","Mesoamerica"
"1459","itun1239","amol1236",61448,47962,"OK",20981.8597495265,"Mesoamerica","Mesoamerica"
"1460","ixta1235","amol1236",26713,22938,"OK",15633.6708351083,"Mesoamerica","Mesoamerica"
"1461","sanm1294","amol1236",213578,169619,"OK",46263.902666654,"Mesoamerica","Mesoamerica"
"1462","sanm1295","amol1236",112214,88562,"OK",48369.6963014737,"Mesoamerica","Mesoamerica"
"1463","sant1439","amol1236",97663,77593,"OK",42716.4124276874,"Mesoamerica","Mesoamerica"
"1464","sind1277","amol1236",200268,158641,"OK",43894.8078755415,"Mesoamerica","Mesoamerica"
"1465","taca1257","amol1236",121909,97405,"OK",34811.5634938894,"Mesoamerica","Mesoamerica"
"1466","tata1258","amol1236",183008,147049,"OK",40503.5944225572,"Mesoamerica","Mesoamerica"
"1467","texm1235","amol1236",291805,233570,"OK",42572.3992191138,"Mesoamerica","Mesoamerica"
"1468","toto1308","amol1236",231793,185442,"OK",45418.0180032529,"Mesoamerica","Mesoamerica"
"1469","west2644","amol1236",209356,167772,"OK",46837.5624093664,"Mesoamerica","Mesoamerica"
"1470","yoso1239","amol1236",120504,96260,"OK",28566.2529755136,"Mesoamerica","Mesoamerica"
"1471","yuta1240","amol1236",214950,170081,"OK",48395.9837959436,"Mesoamerica","Mesoamerica"
"1472","zani1235","amol1236",189232,152222,"OK",17792.6323650671,"Mesoamerica","Mesoamerica"
"1473","zenz1235","amol1236",241846,196676,"OK",13821.9226012502,"Mesoamerica","Mesoamerica"
"1474","atsa1241","amoo1242",51826,37449,"OK",44622.5439573271,"African Savannah","African Savannah"
"1475","cara1270","amoo1242",33773,24082,"OK",23896.2122715271,"African Savannah","African Savannah"
"1476","chee1238","amoo1242",100180,72304,"OK",35645.5481087153,"African Savannah","African Savannah"
"1477","gbir1241","amoo1242",35519,25743,"OK",25559.3659136053,"African Savannah","African Savannah"
"1478","igut1238","amoo1242",76121,54118,"OK",41637.9947570824,"African Savannah","African Savannah"
"1479","izor1238","amoo1242",53843,38927,"OK",20683.6792394963,"African Savannah","African Savannah"
"1480","janj1240","amoo1242",32215,23294,"OK",22770.2904971243,"African Savannah","African Savannah"
"1481","jere1244","amoo1242",66870,48269,"OK",36194.4711734411,"African Savannah","African Savannah"
"1482","kono1264","amoo1242",56124,40975,"OK",38485.6796199962,"African Savannah","African Savannah"
"1483","lame1257","amoo1242",103848,75559,"OK",46870.0354448057,"African Savannah","African Savannah"
"1484","lemo1242","amoo1242",45619,33036,"OK",13838.3038442651,"African Savannah","African Savannah"
"1485","lere1241","amoo1242",74525,53623,"OK",35170.7210643732,"African Savannah","African Savannah"
"1486","piti1243","amoo1242",35927,25964,"OK",28937.4590572324,"African Savannah","African Savannah"
"1487","sang1329","amoo1242",61567,44536,"OK",22718.1847801041,"African Savannah","African Savannah"
"1488","shau1238","amoo1242",86595,62964,"OK",45515.4784177998,"African Savannah","African Savannah"
"1489","shen1250","amoo1242",53696,38807,"OK",22623.7677981393,"African Savannah","African Savannah"
"1490","suru1258","amoo1242",57894,42061,"OK",43301.8320402899,"African Savannah","African Savannah"
"1491","ziri1239","amoo1242",48605,35011,"OK",23573.1823097376,"African Savannah","African Savannah"
"1492","buno1241","ampa1238",39203,28473,"OK",31835.6420092878,"African Savannah","African Savannah"
"1493","dogu1235","ampa1238",50430,36476,"OK",48711.890427721,"African Savannah","African Savannah"
"1494","donn1238","ampa1238",33972,24586,"OK",21514.0414081117,"African Savannah","African Savannah"
"1496","tene1248","ampa1238",33070,24440,"OK",21340.6340025733,"African Savannah","African Savannah"
"1497","assa1263","amri1238",31594,22917,"OK",20165.6227437424,"Indic","Indic"
"1498","rabh1238","amri1238",58636,42574,"OK",38398.7061975649,"Indic","Indic"
"1511","baan1241","anaa1238",63774,46351,"OK",44026.6602032551,"African Savannah","African Savannah"
"1512","defa1248","anaa1238",77686,56387,"OK",41410.8911187338,"African Savannah","African Savannah"
"1513","ebug1241","anaa1238",66171,48209,"OK",49975.4676750116,"African Savannah","African Savannah"
"1514","ekit1246","anaa1238",57809,42150,"OK",40256.2662453896,"African Savannah","African Savannah"
"1515","elem1253","anaa1238",56848,41336,"OK",42376.2618402213,"African Savannah","African Savannah"
"1516","eteb1238","anaa1238",69816,50845,"OK",47086.4733096148,"African Savannah","African Savannah"
"1517","goka1239","anaa1238",65920,47878,"OK",45003.0710818008,"African Savannah","African Savannah"
"1518","ibib1240","anaa1238",54613,39698,"OK",39145.3061567744,"African Savannah","African Savannah"
"1519","khan1278","anaa1238",54933,39842,"OK",30612.4251180158,"African Savannah","African Savannah"
"1520","nkor1239","anaa1238",76025,55214,"OK",43547.2100178954,"African Savannah","African Savannah"
"1521","obol1243","anaa1238",61198,44472,"OK",44467.3307455611,"African Savannah","African Savannah"
"1522","teee1242","anaa1238",53339,38762,"OK",33046.9969147475,"African Savannah","African Savannah"
"1523","lamb1273","anak1240",39515,29723,"OK",29686.5176327784,"Oceania","Oceania"
"1524","mamb1305","anak1240",29776,23423,"OK",24277.8485599886,"Oceania","Oceania"
"1525","wanu1241","anak1240",29903,23598,"OK",16641.8428042792,"Oceania","Oceania"
"1526","weje1237","anak1240",38693,28443,"OK",29589.6070551711,"Oceania","Oceania"
"1529","lamk1238","anal1239",9995,7197,"OK",11367.1511155889,"Southeast Asia","Southeast Asia"
"1636","barz1241","anci1244",4621,4124,"OK",1929.53733514962,"Greater Mesopotamia","Greater Mesopotamia"
"1638","isra1236","anci1244",65954,51240,"OK",47583.7246264543,"Greater Mesopotamia","Greater Mesopotamia"
"1639","jude1263","anci1244",9640,7885,"OK",7889.94778189047,"Greater Mesopotamia","Greater Mesopotamia"
"1640","jude1264","anci1244",63171,50039,"OK",45379.5455190482,"Greater Mesopotamia","Greater Mesopotamia"
"1641","lish1247","anci1244",6164,4672,"OK",4735.28238637299,"Greater Mesopotamia","Greater Mesopotamia"
"1642","sama1313","anci1244",63952,51237,"OK",42876.3409398178,"Greater Mesopotamia","Greater Mesopotamia"
"1643","yeva1238","anci1244",10858,8865,"OK",6668.85831409768,"Greater Mesopotamia","Greater Mesopotamia"
"1645","jara1245","anda1280",16259,12123,"OK",11484.0548352551,"Southeast Asia","Southeast Asia"
"1677","paez1247","anda1286",65317,50812,"OK",37853.6225694846,"NE South America","NE South America"
"1683","bala1315","andi1257",73286,55111,"OK",12917.8666619378,"Oceania","Oceania"
"1715","chok1243","anga1288",200642,153901,"OK",44422.2277384016,"Southeast Asia","Southeast Asia"
"1716","khez1235","anga1288",206703,160014,"OK",44677.9065722435,"Southeast Asia","Southeast Asia"
"1718","maon1238","anga1288",209111,165421,"OK",36161.4261794237,"Southeast Asia","Southeast Asia"
"1719","mara1379","anga1288",197432,151723,"OK",44872.8904109411,"Southeast Asia","Southeast Asia"
"1720","mzie1235","anga1288",60082,44826,"OK",27835.5962242128,"Southeast Asia","Southeast Asia"
"1721","poch1243","anga1288",190780,145858,"OK",36025.5600224716,"Southeast Asia","Southeast Asia"
"1723","saka1283","anga1288",113459,84149,"OK",35468.7173992336,"Southeast Asia","Southeast Asia"
"1724","than1255","anga1288",308842,248877,"OK",37604.4339981905,"Southeast Asia","Southeast Asia"
"1742","anga1293","anga1292",45457,36401,"OK",18439.455606537,"Interior New Guinea","Interior New Guinea"
"1744","foii1241","anga1292",137549,110270,"OK",37797.8739483595,"Interior New Guinea","Interior New Guinea"
"1746","anga1294","anga1293",58803,46783,"OK",24540.4242340206,"Interior New Guinea","Interior New Guinea"
"1747","imbo1238","anga1293",82946,63695,"OK",49974.5196705428,"Interior New Guinea","Interior New Guinea"
"1748","umbu1258","anga1293",181141,139740,"OK",42405.7863707603,"Interior New Guinea","Interior New Guinea"
"1750","east2516","anga1294",88698,67821,"OK",39991.4108032553,"Interior New Guinea","Interior New Guinea"
"1759","surj1235","angi1238",47858,34653,"OK",43896.5088938425,"Indic","Indic"
"1771","odia1239","ango1254",51463,38264,"OK",19261.4705920021,"N Coast New Guinea","N Coast New Guinea"
"1797","saot1239","ango1258",67595,50119,"OK",19003.6324747481,"S Africa","S Africa"
"1798","kura1248","anii1245",41891,30304,"OK",37790.790525863,"African Savannah","African Savannah"
"1799","lukp1238","anii1245",50745,36813,"OK",46051.8410847464,"African Savannah","African Savannah"
"1803","igoo1238","anim1239",70572,51179,"OK",48215.0664796383,"African Savannah","African Savannah"
"1806","nkon1245","anim1239",66222,48608,"OK",45918.3991902809,"African Savannah","African Savannah"
"1807","sele1249","anim1239",61148,44521,"OK",47786.6828073236,"African Savannah","African Savannah"
"1811","asas1240","anja1238",81029,61054,"OK",32058.3682721601,"Interior New Guinea","N Coast New Guinea"
"1895","sain1246","anti1245",34602,26147,"OK",18385.4232391781,"Mesoamerica","Mesoamerica"
"1896","mbel1240","anuf1239",67441,48575,"OK",47307.1000375748,"African Savannah","African Savannah"
"1910","beta1253","anus1237",37399,27330,"OK",31506.6379653916,"N Coast New Guinea","N Coast New Guinea"
"1911","bone1255","anus1237",43298,31603,"OK",37643.3468766447,"N Coast New Guinea","N Coast New Guinea"
"1912","bong1287","anus1237",12842,9480,"OK",8464.82442526173,"N Coast New Guinea","N Coast New Guinea"
"1913","dabe1239","anus1237",55961,40785,"OK",48992.898263371,"N Coast New Guinea","N Coast New Guinea"
"1914","itik1240","anus1237",23494,17202,"OK",19966.7044417233,"N Coast New Guinea","N Coast New Guinea"
"1915","mare1261","anus1237",24355,18056,"OK",20032.0330971521,"N Coast New Guinea","N Coast New Guinea"
"1916","mawe1251","anus1237",34227,25181,"OK",30240.2037115545,"N Coast New Guinea","N Coast New Guinea"
"1918","pode1237","anus1237",9407,6945,"OK",8150.73524959272,"N Coast New Guinea","N Coast New Guinea"
"1921","yamn1237","anus1237",43760,31939,"OK",38064.3084769023,"N Coast New Guinea","N Coast New Guinea"
"1927","nort2725","aona1235",48487,40263,"OK",23187.1662171819,"Southeast Asia","Southeast Asia"
"1928","phom1236","aona1235",86309,70177,"OK",39942.5011007256,"Southeast Asia","Southeast Asia"
"1968","choc1279","apas1235",32677,25053,"OK",19244.8294189101,"Mesoamerica","Mesoamerica"
"1969","diux1235","apas1235",53645,40895,"OK",44286.5973652894,"Mesoamerica","Mesoamerica"
"1970","ixca1245","apas1235",37210,30021,"OK",17334.9241967987,"Mesoamerica","Mesoamerica"
"1973","soya1236","apas1235",36915,28928,"OK",14901.3976200487,"Mesoamerica","Mesoamerica"
"1975","tida1235","apas1235",44362,34545,"OK",36101.2544967649,"Mesoamerica","Mesoamerica"
"2080","neap1235","arbe1236",69749,51103,"OK",43553.2955382609,"Europe","Europe"
"2096","chut1247","arem1240",453960,339234,"OK",18982.0550695748,"Southeast Asia","Southeast Asia"
"2099","nguo1239","arem1240",5827,4336,"OK",4794.58824746717,"Southeast Asia","Southeast Asia"
"2114","haek1239","arho1237",53704,39569,"OK",40758.0392148315,"Oceania","Oceania"
"2119","arib1241","arib1240",14619,10851,"OK",11150.914944032,"N Coast New Guinea","N Coast New Guinea"
"2122","duwe1237","arib1240",36961,27139,"OK",23359.3742220803,"N Coast New Guinea","N Coast New Guinea"
"2124","gora1262","arib1240",59421,42580,"OK",43864.8071855182,"Interior New Guinea","N Coast New Guinea"
"2127","labu1248","arib1240",15029,11395,"OK",10995.0932942706,"N Coast New Guinea","N Coast New Guinea"
"2129","mapo1242","arib1240",62164,46393,"OK",28732.6306092364,"Interior New Guinea","N Coast New Guinea"
"2134","nafi1237","arib1240",37507,27494,"OK",27003.3825576229,"N Coast New Guinea","N Coast New Guinea"
"2135","naka1264","arib1240",37879,27751,"OK",30548.8891449707,"N Coast New Guinea","N Coast New Guinea"
"2136","nekk1240","arib1240",41260,30310,"OK",31865.3710547154,"N Coast New Guinea","N Coast New Guinea"
"2138","nukk1240","arib1240",45974,33798,"OK",27717.1561139467,"N Coast New Guinea","N Coast New Guinea"
"2140","pate1247","arib1240",67763,48263,"OK",42940.7975724206,"Interior New Guinea","N Coast New Guinea"
"2144","wamp1247","arib1240",51253,37966,"OK",28514.0892524014,"Interior New Guinea","N Coast New Guinea"
"2169","ayer1245","arig1246",30617,22405,"OK",14456.2386468467,"African Savannah","African Savannah"
"2186","urum1250","arik1264",34296,25094,"OK",20914.9401701677,"NE South America","NE South America"
"2187","loma1235","arme1259",62350,44342,"OK",45967.621082221,"Greater Mesopotamia","Greater Mesopotamia"
"2188","nucl1235","arme1259",62350,44342,"OK",45967.621082221,"Greater Mesopotamia","Greater Mesopotamia"
"2194","malo1245","arop1242",53591,39160,"OK",14748.0288007073,"N Coast New Guinea","N Coast New Guinea"
"2199","puar1240","arop1242",84576,62765,"OK",48781.7094784298,"N Coast New Guinea","N Coast New Guinea"
"2200","sera1260","arop1242",63674,46915,"OK",21007.9184863215,"N Coast New Guinea","N Coast New Guinea"
"2204","tuml1238","arop1242",42770,31166,"OK",26643.2629335343,"N Coast New Guinea","N Coast New Guinea"
"2205","valm1241","arop1242",63196,45933,"OK",46640.4395994915,"N Coast New Guinea","N Coast New Guinea"
"2211","ilon1239","arta1239",41310,31315,"OK",12463.329445361,"Oceania","Oceania"
"2213","yoga1237","arta1239",51928,38070,"OK",32191.7993689127,"Oceania","Oceania"
"2306","gree1271","arva1236",44697,33954,"OK",25542.916345668,"Europe","Europe"
"2307","pont1253","arva1236",65631,50094,"OK",1137201.13262118,"Greater Mesopotamia","Europe"
"2308","roma1240","arva1236",60775,45561,"OK",41387.3256957278,"Europe","Europe"
"2319","gwah1244","asar1240",9175,6606,"OK",7177.20813632025,"N Coast New Guinea","N Coast New Guinea"
"2322","lemi1243","asar1240",12353,8983,"OK",10646.4204814607,"N Coast New Guinea","N Coast New Guinea"
"2323","madi1261","asar1240",12839,9335,"OK",12621.3743244653,"N Coast New Guinea","N Coast New Guinea"
"2336","wabb1237","asar1240",10473,7617,"OK",9415.67617155285,"N Coast New Guinea","N Coast New Guinea"
"2375","gwan1268","ashe1269",30502,21740,"OK",21316.8947910047,"African Savannah","African Savannah"
"2376","idun1241","ashe1269",83228,61263,"OK",49639.3471561337,"African Savannah","African Savannah"
"2400","moii1235","asss1237",98425,74598,"OK",33112.8639226511,"N Coast New Guinea","N Coast New Guinea"
"2402","nort2641","assy1241",71042,51687,"OK",27830.9678924186,"Greater Mesopotamia","Greater Mesopotamia"
"2403","shab1251","assy1241",47740,35667,"OK",43687.0024566167,"Greater Mesopotamia","Greater Mesopotamia"
"2408","ayoq1235","asun1236",40627,31028,"OK",23740.7041165059,"Mesoamerica","Mesoamerica"
"2409","chic1274","asun1236",51838,38779,"OK",34449.5144978411,"Mesoamerica","Mesoamerica"
"2411","elal1235","asun1236",32140,24778,"OK",13669.6365017092,"Mesoamerica","Mesoamerica"
"2413","guil1236","asun1236",62771,47043,"OK",44022.72193157,"Mesoamerica","Mesoamerica"
"2415","lach1249","asun1236",45463,34307,"OK",18423.0577865551,"Mesoamerica","Mesoamerica"
"2417","mitl1235","asun1236",123508,94047,"OK",45324.8517042166,"Mesoamerica","Mesoamerica"
"2418","ocot1244","asun1236",21179,16851,"OK",16346.062103877,"Mesoamerica","Mesoamerica"
"2422","sant1447","asun1236",16179,13189,"OK",12569.8606759047,"Mesoamerica","Mesoamerica"
"2428","tilq1235","asun1236",37028,28007,"OK",25519.7360714545,"Mesoamerica","Mesoamerica"
"2429","tlaz1235","asun1236",53093,41274,"OK",18548.8629450246,"Mesoamerica","Mesoamerica"
"2434","bhun1242","asur1254",83771,60634,"OK",44935.0847306302,"Indic","Indic"
"2435","karo1299","ataa1240",43583,32447,"OK",32183.6423531916,"Oceania","Oceania"
