"","from","to","dist","dur","gAPI","arcDist","area.from","area.to"
"6521","tara1313","chot1239",19207,14846,"OK",7802.65012882275,"Southeast Asia","Southeast Asia"
"6535","sina1271","chua1250",17445,13985,"OK",15582.1806416919,"Interior New Guinea","Interior New Guinea"
"6564","mwim1241","chuk1274",32676,24569,"OK",17297.6602883765,"S Africa","S Africa"
"6570","nguo1239","chut1247",457319,340866,"OK",17510.4656966925,"Southeast Asia","Southeast Asia"
"6590","dghw1239","cine1238",9214,6572,"OK",9375.29023910679,"African Savannah","African Savannah"
"6592","gudu1252","cine1238",2592,1857,"OK",4338.28353896958,"African Savannah","African Savannah"
"6593","gvok1239","cine1238",14579,10459,"OK",17137.1776025366,"African Savannah","African Savannah"
"6595","lama1288","cine1238",35982,25990,"OK",14990.6256023555,"African Savannah","African Savannah"
"6610","jimi1255","ciwo1236",25279,18314,"OK",19371.4026719334,"African Savannah","African Savannah"
"6614","miya1266","ciwo1236",19424,14203,"OK",19050.9110379494,"African Savannah","African Savannah"
"6618","zumb1240","ciwo1236",20399,14904,"OK",11316.2319811827,"African Savannah","African Savannah"
"6619","marg1254","clas1251",70179,55786,"OK",17296.5316185705,"Andean","Andean"
"6622","turo1239","clas1252",20477,15076,"OK",12758.8289725068,"Greater Mesopotamia","Greater Mesopotamia"
"6647","cuya1240","coat1241",43639,34600,"OK",8785.50027440557,"Mesoamerica","Mesoamerica"
"6648","huau1238","coat1241",54838,46052,"OK",16491.6144655169,"Mesoamerica","Mesoamerica"
"6649","ixca1246","coat1241",19977,18116,"OK",9897.09636334542,"Mesoamerica","Mesoamerica"
"6650","jala1237","coat1241",39134,33018,"OK",17666.4418290122,"Mesoamerica","Mesoamerica"
"6666","miah1235","coat1243",36193,27985,"OK",13764.0668145184,"Mesoamerica","Mesoamerica"
"6670","sanb1241","coat1243",23410,20836,"OK",11752.8698141688,"Mesoamerica","Mesoamerica"
"6671","sanv1242","coat1243",52842,44091,"OK",18380.5098799567,"Mesoamerica","Mesoamerica"
"6689","quio1240","coma1246",28967,24089,"OK",16967.5492901065,"Mesoamerica","Mesoamerica"
"6696","tepe1279","coma1246",50673,42266,"OK",16812.7520045039,"Mesoamerica","Mesoamerica"
"6716","milu1241","coos1249",25965,19149,"OK",15515.6885993605,"Alaska-Oregon","Alaska-Oregon"
"6717","fran1266","copa1236",87346,71280,"OK",17338.0287284857,"Mesoamerica","Mesoamerica"
"6727","sanm1298","copa1237",45056,33427,"OK",11897.0929001464,"Mesoamerica","Mesoamerica"
"6742","sanf1264","coyo1236",16731,14044,"OK",12642.8761287444,"Mesoamerica","Mesoamerica"
"6751","high1243","coyu1235",40662,31054,"OK",19729.0173219396,"Mesoamerica","Mesoamerica"
"6759","xico1235","coyu1235",26518,20030,"OK",13654.0260426117,"Mesoamerica","Mesoamerica"
"6767","leny1238","cros1244",98984,72686,"OK",19615.3845275255,"African Savannah","African Savannah"
"6779","fang1248","cung1238",21174,15751,"OK",11705.8333097395,"African Savannah","African Savannah"
"6781","keme1240","cung1238",40728,30045,"OK",14693.6845731004,"African Savannah","African Savannah"
"6788","mbuu1238","cung1238",27452,20317,"OK",18334.5656567729,"African Savannah","African Savannah"
"6792","ncan1245","cung1238",27962,20575,"OK",16693.5536047384,"African Savannah","African Savannah"
"6825","huau1238","cuya1240",50088,42641,"OK",19330.5450436951,"Mesoamerica","Mesoamerica"
"6826","ixca1246","cuya1240",52758,45179,"OK",18635.0768928674,"Mesoamerica","Mesoamerica"
"6828","maza1296","cuya1240",33600,27602,"OK",16667.7772848176,"Mesoamerica","Mesoamerica"
"68601","kede1239","dabe1239",5204,3782,"OK",4233.74433335058,"N Coast New Guinea","N Coast New Guinea"
"68631","masi1265","dabe1239",9539,6907,"OK",9752.17563691889,"N Coast New Guinea","N Coast New Guinea"
"6866","wakd1237","dabe1239",13913,10100,"OK",14098.4562667621,"N Coast New Guinea","N Coast New Guinea"
"6867","yamn1237","dabe1239",12201,8839,"OK",10974.4962338338,"N Coast New Guinea","N Coast New Guinea"
"6928","mand1442","dakk1238",28736,21040,"OK",18595.964416922,"Oceania","Oceania"
"6929","pann1239","dakk1238",29660,22038,"OK",13910.5798752487,"Oceania","Oceania"
"6932","mand1446","dako1258",138012,101591,"OK",19353.7576970586,"Basin and Plains","E North America"
"6935","mono1269","dama1267",20377,14813,"OK",19480.5346781406,"African Savannah","African Savannah"
"7008","juti1236","dani1285",9392,6809,"OK",5339.85813200831,"Europe","Europe"
"7043","kumh1238","dara1250",17136,13146,"OK",3629.15821376635,"Indic","Indic"
"7059","luri1256","dass1243",19093,13982,"OK",16536.7284989572,"Greater Mesopotamia","Greater Mesopotamia"
"70611","polc1243","dass1243",11748,8572,"OK",10520.0605101614,"Greater Mesopotamia","Greater Mesopotamia"
"7063","shal1242","dass1243",46549,33867,"OK",15752.5628772248,"African Savannah","Greater Mesopotamia"
"7117","goka1239","defa1248",20582,14868,"OK",17868.3951684485,"African Savannah","African Savannah"
"7119","khan1278","defa1248",35467,25603,"OK",15298.8985612831,"African Savannah","African Savannah"
"7125","east2390","defi1235",22076,15989,"OK",15415.6744708443,"African Savannah","African Savannah"
"7127","gunn1250","defi1235",63312,46085,"OK",12532.0121756186,"African Savannah","African Savannah"
"7176","deng1253","dela1251",17143,12458,"OK",12276.3985960333,"Oceania","Oceania"
"7180","tiii1241","dela1251",14716,10592,"OK",12146.1447485835,"Oceania","Oceania"
"7200","kyen1242","dend1243",258821,187223,"OK",13195.1708290404,"African Savannah","African Savannah"
"72031","lole1239","deng1253",24228,17817,"OK",15367.1702123345,"Oceania","Oceania"
"7206","tiii1241","deng1253",11386,8239,"OK",6494.71103632383,"Oceania","Oceania"
"7209","kubi1239","deno1239",49642,35708,"OK",18033.7768990955,"African Savannah","African Savannah"
"7252","hdii1240","dghw1239",54913,39829,"OK",16213.5764327797,"African Savannah","African Savannah"
"7253","lama1288","dghw1239",45196,32771,"OK",5916.02958976371,"African Savannah","African Savannah"
"7255","mafa1239","dghw1239",103519,74971,"OK",13463.2374796034,"African Savannah","African Savannah"
"7326","itaw1240","dica1235",35972,26019,"OK",17111.1915608474,"Oceania","Oceania"
"7332","khva1239","dido1241",37047,30134,"OK",15532.9793559277,"Greater Mesopotamia","Greater Mesopotamia"
"7333","tind1238","dido1241",41514,34807,"OK",11931.4689891508,"Greater Mesopotamia","Greater Mesopotamia"
"7347","tsoo1241","diji1241",87668,64374,"OK",16128.6294945183,"African Savannah","African Savannah"
"7375","yamb1252","dimb1238",3952,2828,"OK",6691.84752839519,"African Savannah","African Savannah"
"7445","magd1235","diux1235",80853,64685,"OK",18532.2025805912,"Mesoamerica","Mesoamerica"
"7459","tida1235","diux1235",9283,7702,"OK",8271.04128989363,"Mesoamerica","Mesoamerica"
"7461","yucu1250","diux1235",59063,48203,"OK",9625.07957973198,"Mesoamerica","Mesoamerica"
"7488","tonj1246","djim1235",7171,5296,"OK",5501.98045796218,"African Savannah","African Savannah"
"7528","idon1238","doka1242",33124,24208,"OK",19702.6923553459,"African Savannah","African Savannah"
"7529","ikug1238","doka1242",14599,10522,"OK",14261.5451658819,"African Savannah","African Savannah"
"7530","ikul1238","doka1242",30868,22370,"OK",14757.9914150194,"African Savannah","African Savannah"
"7574","sina1271","domm1246",36683,27926,"OK",16151.811074096,"Interior New Guinea","Interior New Guinea"
"7607","sout2730","dong1286",54647,43152,"OK",14556.3218814967,"Southeast Asia","Southeast Asia"
"7614","lamj1245","dong1293",33651,24536,"OK",18934.3809905142,"African Savannah","African Savannah"
"7704","ogea1238","dudu1240",8070,5987,"OK",9607.73495816995,"N Coast New Guinea","N Coast New Guinea"
"7714","siha1245","dudu1240",26605,19331,"OK",18412.0805743297,"N Coast New Guinea","N Coast New Guinea"
"7719","suma1270","dudu1240",29988,23121,"OK",19576.7752964759,"N Coast New Guinea","N Coast New Guinea"
"7735","yang1290","dugu1249",17727,13274,"OK",67390.2916229426,"African Savannah","Greater Mesopotamia"
"7737","mada1293","dugw1239",38503,27863,"OK",17961.4924403291,"African Savannah","African Savannah"
"7741","mbuk1243","dugw1239",45294,32768,"OK",5820.71952800917,"African Savannah","African Savannah"
"7743","mere1246","dugw1239",13029,9270,"OK",13513.9667798138,"African Savannah","African Savannah"
"7746","muya1243","dugw1239",24407,17903,"OK",12075.7378262909,"African Savannah","African Savannah"
"7747","nort3046","dugw1239",49483,35769,"OK",13493.2343037674,"African Savannah","African Savannah"
"7752","zulg1242","dugw1239",123545,89364,"OK",18953.8119093389,"African Savannah","African Savannah"
"7759","mund1334","duhw1236",86983,65295,"OK",19448.292825247,"African Savannah","African Savannah"
"7765","shaa1247","duhw1236",64931,47387,"OK",10369.2543786423,"African Savannah","African Savannah"
"7774","juuu1243","dulb1238",21741,15619,"OK",14901.930828334,"Greater Mesopotamia","Greater Mesopotamia"
"7781","tala1295","dulb1238",13631,9795,"OK",11208.0277620324,"Greater Mesopotamia","Greater Mesopotamia"
"7791","tayo1238","dumb1241",32739,25942,"OK",14886.6219547905,"Oceania","Oceania"
"7815","kesa1244","dump1243",10290,7573,"OK",10127.9494546525,"Interior New Guinea","N Coast New Guinea"
"7861","rath1243","dung1251",773,544,"OK",349.491738968436,"Indic","Indic"
"7866","kurm1243","dung1252",20268,17498,"OK",7206.58160130396,"Indic","Indic"
"7872","sout2734","dung1252",61062,49990,"OK",8326.17441350087,"Indic","Indic"
"7908","dutc1256","dutc1253",19793,14423,"OK",15191.4552771934,"Europe","Europe"
"7912","nagu1244","duup1238",39747,28801,"OK",18722.8834179132,"African Savannah","African Savannah"
"7955","jiba1237","dzaa1238",18016,12984,"OK",13350.5946769483,"African Savannah","African Savannah"
"7958","kwaa1262","dzaa1238",185250,134045,"OK",18354.0625222016,"African Savannah","African Savannah"
"7988","tigo1236","dzod1238",7065,5134,"OK",12085.679583796,"African Savannah","African Savannah"
"7999","sate1242","east2288",20166,14718,"OK",16248.8537577951,"Europe","Europe"
"8035","east2357","east2352",20589,16990,"OK",11922.9123986479,"Indic","Indic"
"8042","nort2727","east2352",48884,39009,"OK",18633.9094178466,"Indic","Indic"
"8059","nort2727","east2357",43991,34757,"OK",10100.7275557918,"Indic","Indic"
"8065","west2422","east2357",45710,37852,"OK",19720.4404932367,"Indic","Indic"
"8096","seri1255","east2462",3944,2899,"OK",3949.29174034762,"Oceania","Oceania"
"8117","tuto1241","east2485",25758,19093,"OK",17926.539262309,"Southeast Asia","Southeast Asia"
"8138","hueh1236","east2556",37214,30496,"OK",17137.3017301472,"Mesoamerica","Mesoamerica"
"8139","pisa1237","east2556",33268,27509,"OK",13611.1139697847,"Mesoamerica","Mesoamerica"
"8143","tlac1235","east2556",75633,59316,"OK",15435.8014588488,"Mesoamerica","Mesoamerica"
"8147","nopa1235","east2558",28715,25620,"OK",16629.9610131808,"Mesoamerica","Mesoamerica"
"8153","west2644","east2558",38533,32477,"OK",18373.0429311402,"Mesoamerica","Mesoamerica"
"8156","sout3010","east2563",43020,31051,"OK",18851.0970002722,"Southeast Asia","Southeast Asia"
"8165","ekit1246","ebug1241",27926,20296,"OK",15022.188980074,"African Savannah","African Savannah"
"8167","eteb1238","ebug1241",7627,5530,"OK",5850.02308212322,"African Savannah","African Savannah"
"8176","oroo1241","ebug1241",19673,14266,"OK",11884.594852717,"African Savannah","African Savannah"
"8177","udaa1238","ebug1241",19702,14304,"OK",14932.7181663343,"African Savannah","African Savannah"
"8184","weme1239","eden1244",31838,23276,"OK",19360.5919787352,"African Savannah","African Savannah"
"8192","mula1253","eeee1240",40083,31358,"OK",16856.9497590097,"Southeast Asia","Southeast Asia"
"8195","enwa1245","efai1241",12020,8733,"OK",11818.3196755932,"African Savannah","African Savannah"
"8209","ilue1241","efik1245",153514,112113,"OK",18649.3370863373,"African Savannah","African Savannah"
"8219","leny1238","efut1242",15269,11286,"OK",11174.0757130734,"African Savannah","African Savannah"
"8220","leyi1238","efut1242",131329,96323,"OK",17629.9485760723,"African Savannah","African Savannah"
"8241","uham1238","ehue1238",22032,16357,"OK",20657.1755539213,"African Savannah","African Savannah"
"8266","urim1252","eiti1240",16566,12894,"OK",13047.4737783503,"N Coast New Guinea","N Coast New Guinea"
"8268","wana1268","eiti1240",22482,17727,"OK",10872.6274587102,"N Coast New Guinea","N Coast New Guinea"
"8272","yang1295","eiti1240",8004,6060,"OK",11776.3852023083,"N Coast New Guinea","N Coast New Guinea"
"8273","yang1296","eiti1240",8004,6060,"OK",4933.16159404015,"N Coast New Guinea","N Coast New Guinea"
"8274","yang1297","eiti1240",8004,6060,"OK",8177.14095525662,"N Coast New Guinea","N Coast New Guinea"
"8279","jola1262","ejam1238",105614,76476,"OK",19761.397228157,"African Savannah","African Savannah"
"8280","kera1248","ejam1238",134519,97445,"OK",18855.3645968258,"African Savannah","African Savannah"
"8287","nnam1238","ekaj1238",22792,16549,"OK",17398.2846017264,"African Savannah","African Savannah"
"8300","okob1241","ekii1241",45644,33595,"OK",15457.7904404289,"African Savannah","African Savannah"
"8305","eteb1238","ekit1246",20662,14896,"OK",9480.5883176433,"African Savannah","African Savannah"
"8311","obol1243","ekit1246",27047,19649,"OK",17136.4951144475,"African Savannah","African Savannah"
"8315","enge1239","ekpe1253",20620,14930,"OK",18691.796913827,"African Savannah","African Savannah"
"8322","ogbo1242","ekpe1253",21437,15521,"OK",17621.1539420657,"African Savannah","African Savannah"
"8326","huit1252","elal1235",32047,27394,"OK",15612.1931170847,"Mesoamerica","Mesoamerica"
"8327","lach1249","elal1235",43233,35263,"OK",18433.8012338976,"Mesoamerica","Mesoamerica"
"8342","tlaz1235","elal1235",37630,30239,"OK",14942.5777798733,"Mesoamerica","Mesoamerica"
"8343","toto1308","elal1235",16293,14274,"OK",9159.38199411831,"Mesoamerica","Mesoamerica"
"8347","goka1239","elem1253",18541,13432,"OK",15036.0218196455,"African Savannah","African Savannah"
"8349","khan1278","elem1253",21849,15806,"OK",19729.6816252214,"African Savannah","African Savannah"
"8352","nucl1417","elem1253",13237,9610,"OK",11979.478188052,"African Savannah","African Savannah"
"8353","obul1238","elem1253",19977,14491,"OK",16674.0170631316,"African Savannah","African Savannah"
"8355","teee1242","elem1253",13902,10073,"OK",12044.0076531825,"African Savannah","African Savannah"
"8358","kama1367","elep1240",29945,22725,"OK",14798.128379658,"N Coast New Guinea","N Coast New Guinea"
"8359","kiss1246","elep1240",7759,5614,"OK",10409.9700045517,"N Coast New Guinea","N Coast New Guinea"
"8409","huit1252","elot1235",49431,38495,"OK",11305.866228731,"Mesoamerica","Mesoamerica"
"8417","sanm1294","elot1235",39773,31535,"OK",14010.7990551539,"Mesoamerica","Mesoamerica"
"8429","toto1308","elot1235",29639,21971,"OK",11694.1035041794,"Mesoamerica","Mesoamerica"
"8431","yuta1240","elot1235",43938,34185,"OK",18463.4821409877,"Mesoamerica","Mesoamerica"
"8466","khlu1236","emab1235",32533,26724,"OK",9964.01303082493,"Southeast Asia","Southeast Asia"
"8476","ghot1243","emai1241",14902,10817,"OK",12639.0840298839,"African Savannah","African Savannah"
"8485","okpe1250","emai1241",40219,29504,"OK",18749.5887045601,"African Savannah","African Savannah"
"8506","roma1328","emil1241",31401,23734,"OK",17267.5775152313,"Europe","Europe"
"8510","sout2883","empl1237",75726,55480,"OK",13149.7624280134,"Oceania","Oceania"
"8530","epie1238","enge1239",32973,23876,"OK",13909.1903777087,"African Savannah","African Savannah"
"8553","ilue1241","enwa1245",14106,10133,"OK",11971.090895536,"African Savannah","African Savannah"
"8557","udaa1238","enwa1245",23838,17175,"OK",16072.2226622265,"African Savannah","African Savannah"
"8559","ghot1243","enwa1246",23276,17131,"OK",13618.2266537062,"African Savannah","African Savannah"
"8565","ivbi1241","enwa1246",21349,15871,"OK",15260.8017570631,"African Savannah","African Savannah"
"8570","okpe1250","enwa1246",20031,14823,"OK",15911.2334172519,"African Savannah","African Savannah"
"8586","orum1241","epie1238",16818,12170,"OK",10970.7680293647,"African Savannah","African Savannah"
"8616","morb1239","erok1237",34247,25307,"OK",15724.6813015796,"N Coast New Guinea","N Coast New Guinea"
"8625","ikaa1238","esan1238",24185,17783,"OK",12365.4599557364,"African Savannah","African Savannah"
"8667","oroo1241","eteb1238",25257,18310,"OK",17449.7597684815,"African Savannah","African Savannah"
"8668","udaa1238","eteb1238",13733,9976,"OK",14199.9985184052,"African Savannah","African Savannah"
"8669","fira1238","eten1239",48401,35395,"OK",12101.6415269596,"African Savannah","African Savannah"
"8671","irig1241","eten1239",35642,26365,"OK",14128.2872786411,"African Savannah","African Savannah"
"8695","sout2856","eton1255",33670,24580,"OK",18759.1962171352,"Oceania","Oceania"
"8697","mona1241","etru1241",3365,2438,"OK",2609.55559465596,"Europe","Europe"
"8947","hama1240","adan1251",28785,22131,"OK",11903.7432457442,"N Coast New Guinea","Oceania"
"8948","kabo1247","adan1251",14782,10712,"OK",10192.6201227405,"Oceania","Oceania"
"8949","kafo1240","adan1251",52275,39038,"OK",19609.8245361176,"Oceania","Oceania"
"8979","mobu1235","adio1239",18374,13683,"OK",13927.9682358493,"African Savannah","African Savannah"
"9247","hama1240","adan1251",28785,22131,"OK",11903.7432457442,"N Coast New Guinea","Oceania"
"9248","kabo1247","adan1251",14782,10712,"OK",10192.6201227405,"Oceania","Oceania"
"9249","kafo1240","adan1251",52275,39038,"OK",19609.8245361176,"Oceania","Oceania"
"9279","mobu1235","adio1239",18374,13683,"OK",13927.9682358493,"African Savannah","African Savannah"
"9346","gads1258","agar1252",37361,29564,"OK",15134.8673184948,"Interior New Guinea","N Coast New Guinea"
"9350","kamb1303","agar1252",47874,37158,"OK",19566.8919938552,"Interior New Guinea","N Coast New Guinea"
"9358","sout2943","agar1252",40541,30552,"OK",16827.3304108776,"Interior New Guinea","N Coast New Guinea"
"9488","kohu1244","agwa1247",43896,32063,"OK",14984.7473742488,"African Savannah","African Savannah"
"9492","loka1252","agwa1247",30298,22111,"OK",13467.0437623914,"African Savannah","African Savannah"
"9495","ubag1245","agwa1247",69652,50847,"OK",12230.1600994053,"African Savannah","African Savannah"
"9515","okoe1238","ahan1244",34668,25158,"OK",19650.9747019352,"African Savannah","African Savannah"
"9516","okpa1238","ahan1244",21300,15761,"OK",12091.4533639293,"African Savannah","African Savannah"
"9523","ukaa1243","ahan1244",44404,32143,"OK",17668.4454572931,"African Savannah","African Savannah"
