la	lb
talo1252	kiok1239
talo1252	kuli1254
talo1252	moro1287
talu1238	heqi1238
talu1238	lolo1259
taly1247	harz1239
tama1328	hpon1238
tama1328	puru1266
tama1328	ralt1242
tama1331	mara1396
tama1331	miis1236
tama1335	emba1238
tama1335	mend1267
tama1336	kaya1328
tama1338	bare1276
tama1338	mawa1268
tama1339	mitl1235
tama1339	peno1244
tama1339	sout3002
tama1340	kore1283
tama1365	jams1239
tama1365	koro1298
tamb1253	aore1237
tamb1253	polo1242
tamb1254	gana1277
tamb1254	lana1236
tamb1257	bima1247
tamb1257	sumb1241
tamb1267	fyer1241
tamb1267	mish1244
tamb1267	ngas1240
tamb1267	ronn1241
tami1289	saur1248
tami1289	sinh1246
tami1290	mape1249
tamk1242	bare1279
tamk1242	keng1240
tamk1242	saba1276
tamn1235	asue1235
tamn1235	cita1245
tamp1251	cent1992
tamp1251	jara1266
tamp1251	kaco1239
tamp1251	krun1240
tamp1252	hang1258
tamp1252	konn1242
tamp1254	cent2100
tamp1254	mino1243
tana1281	cham1312
tana1288	irar1238
tana1288	kemb1235
tana1288	morb1239
tana1289	paci1278
tana1290	ahte1237
tana1290	hann1241
tana1290	lowe1425
tand1253	dusn1237
tand1256	bara1369
tang1330	lush1249
tang1330	shen1247
tang1334	east2337
tang1336	komi1270
tang1336	poum1235
tang1347	ambl1237
tang1347	arak1252
tang1348	gura1254
tang1348	neha1247
tang1353	komy1238
tang1353	naka1265
tang1355	kang1291
tang1355	lila1246
tang1356	more1258
tang1372	jian1239
tang1372	naxi1245
tang1372	nort2724
tang1373	bona1250
tang1373	dong1285
tang1373	lanz1234
tang1377	idum1241
tang1377	kham1282
tang1377	kham1283
tang1377	mila1245
tani1255	asum1237
tani1257	cure1236
tanj1247	basa1280
tanj1247	gbag1258
tano1246	bara1369
tanz1238	sang1330
taoy1234	sais1237
taoy1234	taiw1241
tape1242	suma1269
tapi1253	east2555
tapi1253	iyow1239
tapi1254	kara1500
tapi1254	kaya1330
tapi1254	pana1307
tara1303	kabu1256
tara1303	kipe1235
tara1313	chot1239
tara1313	gang1266
tara1313	mari1416
tari1256	arap1275
tari1256	pira1254
tari1263	cent2194
tari1263	moza1249
tari1263	senh1238
tarj1235	malg1251
taro1263	jiru1238
taro1264	kulo1237
taro1264	nata1254
tarp1240	demt1241
tarp1240	kapt1235
taru1236	hixk1239
taru1236	mana1299
tasa1240	alge1240
tasa1240	tagd1238
tase1235	nefa1235
tase1235	rawa1265
tasm1246	piam1242
tata1255	east2328
tata1257	klia1235
tata1257	papa1268
tata1258	chay1249
tatu1247	bara1380
tatu1247	siri1274
taua1242	fuyu1242
taua1242	kuni1263
taua1242	kuni1267
taul1251	buta1242
taul1251	kair1267
taul1251	kuan1248
taun1248	inth1238
taup1242	gwed1239
taus1251	idaa1241
taus1251	sout2918
taus1252	demi1242
taus1252	fayu1238
taus1253	arab1268
taus1253	aush1242
taus1253	sout2990
tauy1241	biyo1244
tauy1241	fait1240
tauy1241	saus1246
tave1240	saga1262
tavo1242	akac1240
tavo1242	pwoe1235
tavr1235	sout2674
tavr1235	swed1254
tawa1270	dema1235
tawa1270	nsen1242
tawa1275	auhe1237
tawa1275	gwed1239
tawa1275	oyao1237
tawa1278	kwaz1243
tawa1278	latu1238
tawa1286	gwam1244
tawa1286	tada1238
tawo1243	dusu1267
tawo1243	dusu1269
tawo1244	foau1240
tawo1244	ngge1241
tawr1235	lisu1250
tawr1235	sent1260
taya1257	bilm1238
taya1257	tasa1240
tayb1240	bahn1262
tayb1240	jara1266
tayk1238	oduu1239
tayk1238	taip1250
tayo1238	dumb1241
tayo1238	newc1244
tayo1238	nume1242
tays1238	lagh1245
tays1238	qila1235
tays1238	taid1250
tayt1241	hmon1263
tayt1241	laha1250
tayt1241	puoc1238
tayy1238	hano1243
tayy1238	name1237
tazn1238	kora1291
tbol1240	cota1241
tbol1240	koro1310
tchi1245	kani1279
tchi1245	mban1268
tchu1241	baat1238
tchu1241	edec1238
tchu1241	edei1246
tean1237	hiww1237
tean1237	tane1237
tean1237	tani1255
tebu1239	anat1248
tebu1239	bent1238
tebu1239	nang1261
tecp1235	high1243
teda1241	bilm1238
teda1241	daza1242
tedi1235	bual1235
tedi1235	ngal1291
tedi1235	siyi1240
teee1242	baan1241
teee1242	khan1278
teen1242	kaan1246
teen1242	khis1238
teen1242	lobi1245
teen1242	loma1258
tefa1238	saur1251
tega1236	tago1246
tehi1237	kala1256
tehi1237	kond1303
tehi1237	mora1239
tehu1242	qawa1238
teiw1235	lamm1241
teiw1235	nede1245
teja1235	maza1294
teja1235	peno1244
teke1274	ibal1241
teke1275	mber1257
teke1275	mbos1242
teke1276	beem1239
teke1277	kuny1238
teke1277	omba1241
teke1278	kitu1246
teke1278	saka1287
teke1280	mban1268
teke1280	teke1275
teke1281	omba1241
teke1281	teke1276
tekt1235	moch1257
tela1241	empl1237
tela1241	imro1237
tele1256	seta1246
tele1256	suar1238
telu1262	kupi1238
telu1262	lamb1269
telu1263	lian1255
telu1263	manu1258
tema1239	atzi1235
tema1243	tach1249
tema1243	taga1278
temb1270	havu1238
temb1270	kanu1278
temb1272	bolo1263
temb1272	maba1270
temb1272	ngom1268
temb1276	aman1266
temb1276	anam1249
teme1252	bali1245
temi1246	lano1248
temi1246	minr1238
temi1247	okie1245
temi1247	omot1239
temm1241	akas1242
temm1241	lama1275
temm1241	ntch1242
temo1243	jahh1242
temo1243	seme1247
temo1245	esta1236
temp1235	cent2100
temp1235	lotu1250
temu1239	besi1244
temu1239	nege1240
temu1239	stan1306
tena1240	cald1236
tena1240	cofa1242
tena1241	east2556
tene1248	ampa1238
tene1248	kala1383
teng1267	bala1314
teng1267	basa1286
teng1267	moda1244
teng1272	kang1289
teng1272	nucl1460
teng1272	osin1237
tenh1241	mata1275
tenh1241	pira1253
teni1238	mola1238
teni1244	kara1486
tenn1245	east2372
tenn1245	makc1235
tenn1246	loko1254
tenn1246	lopi1242
tenn1246	pari1256
teop1238	rapo1238
teor1240	kurr1245
tepe1278	pure1242
tepe1279	coma1246
tepe1279	soch1239
tepe1280	apas1235
tepe1280	soch1239
tepi1241	lala1270
tepi1241	ozum1235
tepo1239	cent2041
tepo1239	glar1241
tepp1235	fumm1238
tepp1235	ndun1251
tequ1245	lach1250
tequ1245	sanm1287
tera1251	kutt1236
tera1251	maak1236
tere1272	cent1990
tere1272	chau1258
tere1276	bung1270
tere1276	kaie1237
tere1277	kelo1247
tere1277	teiw1235
tere1278	mono1273
tere1279	guac1239
teri1244	buku1249
teri1244	kabr1240
teri1244	keiy1238
teri1250	boru1252
teri1250	brib1243
term1237	bilb1242
term1237	lole1239
tern1247	sahu1245
tern1248	sahu1245
ters1235	kild1236
ters1235	komi1268
tesa1236	nort2890
tesa1236	tano1246
tese1238	ghul1238
tese1238	keig1242
tese1238	logo1261
tesh1239	kani1277
teso1249	gwer1238
teso1249	masa1299
tete1250	kusu1252
tete1250	luna1244
tete1250	song1303
tete1251	cent2132
tete1251	more1259
tets1235	tagd1238
tets1235	tawa1286
tetu1245	laka1255
tetu1245	mamb1306
teun1241	band1353
teun1241	daii1240
teun1241	east2472
teus1236	chon1248
teus1236	huil1244
teus1236	tehu1242
teut1235	chiq1250
teut1235	soch1239
tewa1260	east1472
tewa1260	jica1244
tewa1260	nort1550
tewe1238	barw1243
tewe1238	moza1235
texc1235	cent2134
texi1237	isth1240
texi1237	olut1240
texm1235	east2558
texm1235	solt1234
texm1235	teoj1234
tezo1238	caca1250
tezo1238	nort2985
tezo1238	nort2986
tezo1238	sila1250
thaa1239	kulu1255
thaa1239	laka1252
thaa1239	leel1242
thad1238	pait1244
thai1240	chon1284
thai1259	moke1242
thai1259	thai1240
thai1261	nyah1250
thai1261	thai1240
thak1245	chan1310
thak1245	seke1240
than1255	maon1238
than1255	rong1266
than1259	kyer1238
thao1240	babu1240
thao1240	kulo1237
thar1283	ilwa1237
thar1283	mwim1241
thay1248	ayab1239
thay1248	mbar1253
thay1249	kuku1282
thay1249	paka1251
thom1243	lill1248
thom1243	okan1243
thom1243	shus1248
thoo1240	taid1248
thop1236	kath1251
thul1246	khal1275
thul1246	lhom1239
thul1246	naab1241
thur1254	nort2760
thur1254	sout2770
thur1255	njal1239
tiag1235	adio1239
tiag1235	apro1235
tiag1235	baou1238
tial1239	mere1242
tial1239	navu1237
tian1237	kara1486
tian1238	jina1245
tian1238	mand1415
tibe1272	kham1282
tibe1272	luna1243
tibe1274	bamu1253
tibe1274	lefa1242
tich1238	chan1310
tich1238	dolp1239
tich1238	kaik1246
ticu1245	mayo1272
ticu1245	nupo1240
ticu1245	omag1248
tida1235	diux1235
tida1235	soya1236
tidi1241	alge1240
tidi1241	tazn1238
tido1248	east2440
tido1248	gane1237
tief1242	east2398
tief1242	sout2797
tief1244	tief1242
tiem1235	jena1242
tien1242	teke1274
tien1242	teke1278
tiey1235	hain1253
tiey1235	pena1270
tifa1245	ngal1298
tifa1245	ning1274
tiga1245	teni1244
tigo1236	ambo1249
tigo1236	dzod1238
tigo1236	ndeg1238
tigr1270	beja1238
tigr1270	bili1260
tigr1270	hija1235
tigr1271	bili1260
tigr1271	saho1246
tiii1241	dela1251
tiii1241	deng1253
tiii1241	lole1239
tija1235	sanj1282
tija1235	sanm1295
tija1235	sini1243
tika1246	tibe1274
tiko1237	anut1237
tiko1237	motl1237
tila1239	more1259
tila1239	tema1239
tila1239	temo1245
till1254	klam1254
till1254	mola1238
tilq1235	chic1274
tilq1235	ocot1244
tilq1235	sanj1284
tilu1238	bahi1252
tilu1238	caml1239
tilu1238	jeru1240
tima1241	katl1237
timb1251	nukn1238
timn1235	bull1247
timn1235	loko1255
timo1237	bari1297
timo1237	guam1236
timo1237	otom1276
timo1258	laka1255
timo1258	tetu1246
timu1245	amer1248
timu1245	cree1270
timu1245	mika1239
timu1262	klia1235
timu1262	kuij1237
timu1262	okol1241
tina1246	gahr1239
tina1246	spit1240
tina1248	aben1249
tina1248	pang1290
tind1238	dido1241
tind1238	hinu1240
tind1238	khva1239
tini1245	anda1286
tini1245	guay1257
tino1235	amga1235
tino1235	kank1243
tino1235	kele1259
tinp1237	haho1237
tinp1237	teop1238
tipp1239	rian1262
tira1253	ormu1247
tira1253	sout2672
tira1254	logo1262
tira1254	otor1240
tira1258	bang1363
tira1258	bond1248
tira1258	dogu1235
tiri1258	neku1237
tiru1241	cota1241
tiru1241	magu1243
tita1240	goem1240
tita1240	jiru1238
tita1240	rang1269
tita1241	kheh1237
tive1236	cuma1240
tivv1240	bete1261
tivv1240	bete1262
tiwa1253	amri1238
tiwa1253	karb1241
tjur1240	kurr1243
tjur1240	pany1241
tlac1235	east2556
tlac1235	texc1235
tlac1237	acat1239
tlac1237	guer1241
tlac1237	mali1285
tlac1239	soch1239
tlac1240	high1242
tlac1240	tequ1245
tlah1239	sanp1261
tlah1239	sant1450
tlam1239	coat1240
tlam1239	more1259
tlaz1235	elal1235
tlaz1235	peno1244
tlin1245	tagi1240
tlin1245	tahl1239
toab1237	bael1237
toar1246	hamt1247
toar1246	kaki1249
toar1246	meke1243
toba1266	kayu1243
toba1266	nafr1241
toba1268	cham1315
toba1268	guan1268
toba1269	leng1262
toba1269	pila1245
toba1280	besm1235
toba1280	kwan1285
toba1282	gren1247
tobe1252	buli1255
tobe1252	kaoo1238
tobi1238	mapi1250
tobi1238	pala1344
tobi1239	kota1279
tobi1239	rung1259
tobi1239	temp1235
tobo1251	buru1306
tobo1251	komb1273
tobo1251	kube1244
toca1235	aman1266
toca1235	anam1249
toca1235	kuru1309
toch1257	moro1285
toch1257	ngil1242
toda1252	kota1263
todr1244	mono1268
todr1244	seda1262
tofa1246	kemb1250
tofi1235	ayiz1245
tofi1235	east2390
togb1241	band1343
togb1241	mids1243
togo1252	fero1244
togo1252	indr1247
togo1252	mang1387
togo1252	njal1239
toho1245	mari1440
toho1245	opat1246
toho1245	quec1382
tojo1241	chia1262
tojo1241	chuj1250
toka1244	alek1238
toka1244	dano1240
toka1244	sian1257
toke1240	puka1242
toke1240	samo1305
tokp1240	gras1249
tokp1240	koit1244
tokp1240	moun1252
toku1246	okin1246
toku1246	sout2954
tola1247	indo1317
tola1247	moro1287
toll1241	gari1256
toll1241	hond1239
tolo1255	tasm1246
tolo1255	tial1239
tolo1259	karo1304
tolo1259	sius1254
toma1245	guin1254
toma1245	loma1260
toma1248	koro1311
tomb1243	bant1286
tomb1244	sugu1243
tomb1245	baho1237
tomb1245	toma1248
tomi1243	boan1243
tomo1243	ampa1238
tomo1243	pana1295
tomo1244	kolp1236
tomo1244	sulk1246
tond1249	bank1259
tond1251	bant1286
tond1251	rata1244
tong1308	keda1251
tong1308	sout2746
tong1318	domb1246
tong1318	sala1266
tong1320	bend1258
tong1320	buyu1239
tong1320	taab1238
tong1321	mate1258
tong1325	laua1243
tonj1246	beng1286
tonj1246	djim1235
tonj1246	loma1258
tonk1249	alab1237
tonk1249	kara1289
tonk1249	kits1249
tons1239	lola1250
tons1239	pono1240
tons1239	rata1244
tons1240	mala1481
tons1240	tern1247
tont1239	tomb1243
tont1239	tons1239
tooo1238	kare1338
tooo1238	nzak1246
toor1238	amba1263
toor1238	nyor1246
topo1242	nari1240
topo1242	suri1267
topo1243	budo1241
topo1243	saru1242
tora1259	sime1242
tora1261	duri1242
tora1261	mama1276
tora1261	taee1237
tora1263	mana1299
tora1263	paum1247
tora1263	pira1253
tora1267	birg1239
tora1267	bong1282
tora1267	jonk1238
torn1244	kemi1239
torn1244	lule1254
torn1244	nort2671
toro1249	ahwa1235
toro1249	alum1246
toro1249	buuu1244
toro1251	moro1285
toro1251	otor1240
toro1251	shwa1239
toro1252	buno1241
toro1252	nang1261
toro1253	humb1243
toro1253	tond1249
toro1255	arao1248
toro1255	cavi1250
toro1255	taca1256
torr1259	amol1235
torr1259	komb1272
torr1261	guda1244
torr1261	mpal1237
torw1241	kala1373
torw1241	kalk1245
tosk1239	dalm1243
tosk1239	mace1250
tosk1239	neap1235
tosu1234	namu1246
tosu1234	sich1238
tote1238	fwee1238
tote1238	mash1267
tote1238	nkoy1244
toto1302	bodo1269
toto1302	dhim1246
toto1304	buol1237
toto1304	dond1249
toto1305	leal1235
toto1306	cams1241
toto1306	guam1248
toto1308	elal1235
toto1308	huit1252
tour1242	maho1249
tour1243	abad1241
tour1243	hiri1237
towe1240	emum1240
towe1240	murk1238
towe1240	tofa1246
trav1235	hibe1235
trav1235	scot1243
trav1236	norw1259
trav1236	sout2674
trav1237	dani1246
trav1237	juti1236
trie1243	east1236
trie1243	jehh1245
trie1243	jeng1241
trim1239	bagu1251
trim1239	bauz1241
trim1239	kauw1242
trin1271	baub1235
trin1271	beka1241
trin1273	biat1246
trin1273	trin1271
trin1274	igna1246
trin1274	siri1273
trin1276	tive1236
trin1276	toba1282
trio1238	kaxu1237
trio1238	ndyu1241
trum1247	ikpe1245
trum1247	mari1442
trum1247	mati1253
tsaa1242	ndas1238
tsaa1242	njeb1242
tsak1248	awji1241
tsak1248	gree1271
tsak1249	avar1256
tsak1249	musl1236
tsak1249	rutu1240
tsak1250	komy1238
tsam1247	arbo1245
tsam1247	bira1253
tsat1238	hlai1239
tsat1238	phuo1238
tsek1238	dzon1239
tsek1238	grom1238
tsek1238	laya1253
tset1236	nisg1240
tset1236	nort2938
tset1236	tahl1239
tsha1245	chal1267
tsha1245	dakp1242
tsho1240	amdo1237
tsho1240	guan1266
tsho1240	japh1234
tsik1238	asun1235
tsik1238	cish1238
tsik1238	nupe1254
tsim1257	anta1255
tsim1257	saka1291
tsis1238	asun1235
tsis1238	bass1259
tsoa1238	namb1291
tsoa1238	nort2795
tsog1243	pinj1243
tsog1243	simb1254
tsoo1241	cent2045
tsoo1241	dadi1249
tsoo1241	kwaa1262
tsot1241	east2409
tsot1241	kabr1240
tsot1241	kisa1263
tsot1242	camt1236
tsot1242	fana1235
tsou1248	kana1286
tsou1248	ruka1240
tsou1248	saar1237
tsum1240	bara1357
tsun1242	hmon1333
tsun1242	mang1378
tsuv1239	cici1237
tsuv1239	huns1239
tsuv1243	maza1304
tsuv1243	nort2770
tsuv1243	shar1249
tswa1237	birw1238
tswa1237	fana1235
tswa1237	kuaa1238
tswa1253	fana1235
tswa1253	hoaa1235
tswa1253	kgal1244
tswa1255	chop1243
tswa1255	ndau1241
tswa1255	tson1249
tuam1242	nort2845
tuam1242	tahi1242
tuba1278	pana1305
tuba1278	serr1255
tuba1279	seri1257
tuca1252	desa1247
tuca1252	miri1270
tuge1241	nand1266
tugu1245	aput1237
tugu1245	kisa1266
tugu1245	pera1257
tugu1246	maba1278
tugu1246	sawa1247
tuka1248	kumb1274
tuka1249	alor1247
tuka1249	tuka1248
tuki1240	leti1245
tukp1239	kinn1249
tukp1239	maha1287
tuku1254	kema1243
tuku1254	sawi1256
tuku1254	timo1258
tula1252	awak1250
tula1252	diji1241
tule1244	haru1244
tule1244	hitu1239
tule1245	buen1244
tule1245	kawa1283
tuli1249	keig1242
tuli1249	tima1241
tulu1258	korr1238
tulu1258	mudu1241
tulu1259	kele1258
tulu1259	mond1265
tulu1259	tita1241
tuma1248	chad1249
tuma1248	duwa1244
tuma1250	fino1238
tuma1260	gula1268
tuma1260	kimr1241
tuma1260	ndam1251
tuma1260	niel1243
tumb1250	lala1264
tumb1250	ndal1241
tumb1250	tong1321
tuml1238	diaa1238
tuml1238	malo1245
tumt1243	lumu1239
tumt1243	talo1250
tumu1242	biss1248
tumu1242	kant1249
tumz1238	alge1239
tumz1238	taga1278
tumz1238	tazn1238
tund1254	fore1265
tund1254	nene1249
tund1254	ngan1291
tung1290	muss1246
tung1290	tiga1245
tung1293	auye1238
tung1293	ires1239
tuni1249	camp1261
tuni1249	puni1241
tuni1249	sene1271
tuni1251	horo1247
tuni1251	noyy1238
tuni1252	adai1235
tuni1252	atak1252
tuni1259	nafu1238
tuni1259	sene1271
tuni1262	ghad1239
tuni1262	ling1242
tunj1244	busa1255
tunj1244	dusu1269
tunj1244	kota1275
tunn1238	chim1312
tunn1238	daba1260
tunx1234	huiz1242
tunx1234	long1386
tunz1235	bogh1241
tunz1235	taro1263
tuot1238	kwaa1265
tuot1238	noma1260
tupa1250	arua1261
tupa1250	puru1264
tupa1250	sala1273
tupi1273	cafu1238
tupi1273	coro1248
tupi1274	cafu1238
tupi1274	saop1235
tupu1244	kera1255
tupu1244	mund1325
tura1265	mape1250
turi1246	khar1287
turi1246	lodh1246
turi1247	anam1249
turi1247	arua1264
turk1288	ladi1251
turk1288	nucl1301
turk1303	nata1252
turk1304	chag1247
turk1304	khor1269
turk1306	nati1243
turk1306	siam1242
turk1308	daas1238
turk1308	elmo1238
turk1308	ikkk1242
turk1310	baha1260
turk1310	hait1241
turo1239	clas1252
turo1239	hert1241
turu1249	aito1238
turu1249	tiwa1253
turu1250	arii1243
turu1250	doso1239
tusc1257	erie1238
tute1247	angl1239
tute1247	powh1243
tuto1241	bela1260
tuto1241	east2485
tuts1235	sing1264
tuts1235	tase1235
tutu1241	mafe1237
tutu1241	tamb1253
tutu1242	milu1241
tutu1242	sius1254
tutu1242	take1257
tutu1243	jami1235
tutu1243	tata1258
tuuu1240	bona1250
tuuu1240	east2337
tuva1244	gilb1244
tuva1244	rotu1241
tuvi1240	dark1243
tuvi1240	nort2686
tuwa1242	niks1238
tuwa1242	suar1238
tuwa1243	bata1298
tuwa1243	gadd1244
tuwa1243	kele1259
tuwu1238	boro1283
tuwu1238	nkon1245
tuwu1238	siwu1238
tuxa1239	acro1239
tuxa1239	dzub1241
tuxa1239	kaim1235
tuxi1238	culi1244
tuxi1238	mach1268
tuyu1244	hupd1244
tuyu1244	siri1274
twan1247	snoh1241
twan1247	sout2965
twen1241	acht1238
twen1241	sall1238
twen1242	bung1259
twen1242	kwan1276
tyap1238	atsa1241
tyap1238	cori1240
tyap1238	tesh1239
tyar1236	lara1258
tzel1254	chia1262
tzot1259	jito1235
tzot1259	tzel1254
tzut1248	kich1262
tzut1248	mamm1241
tzut1248	saca1238
uabm1237	amar1273
uabm1237	baik1238
uain1239	bora1263
uain1239	mara1409
uamu1236	dzub1241
uamu1236	kapi1248
uare1241	hume1246
uare1241	nucl1630
uare1241	sina1266
ubag1245	agwa1247
uban1243	boky1238
uban1243	oban1244
ubii1238	bidi1241
ubii1238	mabi1242
ubii1238	mawa1270
ubir1237	maiw1251
ubir1237	mape1250
ubir1237	onjo1240
ubyk1235	abkh1244
ubyk1235	adyg1241
ucay1237	ajyi1238
ucay1237	amah1246
ucay1237	shan1283
udaa1238	eteb1238
udaa1238	ibin1241
udaa1238	ikoo1245
udih1248	nana1257
udii1243	aghw1237
udii1243	khin1240
udmu1245	bash1264
udmu1245	russ1263
udmu1245	tata1255
uduk1239	komo1258
uduk1239	kwam1249
ufim1240	awar1248
ufim1240	binu1245
ufim1240	iyoo1238
ufim1240	nank1250
ugan1238	gand1255
ugan1238	rund1242
ugan1238	soga1242
ughe1237	rovi1238
ughe1237	touo1238
ugon1239	pwoe1235
ugon1239	thai1261
uigh1240	dung1253
uigh1240	ilit1241
uiri1238	cari1280
uiri1238	paux1236
uisa1238	naas1242
uisa1238	tere1278
ujir1237	band1355
ujir1237	kola1285
ujir1237	mano1275
ukaa1243	ayer1245
ukaa1243	okoe1238
ukhw1241	lima1246
ukhw1241	pand1264
ukit1237	kaya1324
ukpe1247	aleg1238
ukpe1247	bete1262
ukpe1249	nkuk1238
ukra1235	bela1254
ukra1235	goth1244
ukra1235	moks1248
ukra1253	mold1243
ukra1253	roma1327
ukra1253	rusy1239
ukue1238	ehue1238
ukue1238	iyay1238
ukue1238	uham1238
ukur1240	bila1257
ukwa1238	ibuo1242
ukwa1238	ubag1245
ukwa1238	ukpe1249
ukwu1241	esan1238
ukwu1241	isok1239
ulau1237	arue1240
ulch1241	gily1242
ulch1241	oroc1248
ulch1241	orok1265
ulla1237	mala1463
ulla1237	mala1464
ulte1235	leal1235
uluk1257	ikaa1238
ulum1237	bamb1270
ulwa1239	maya1285
ulwa1239	nica1252
ulwa1239	sana1297
umaa1242	bada1261
umaa1242	moma1242
umaa1242	saru1242
umaa1242	seko1243
umal1238	buru1304
umal1238	leng1260
umal1238	puna1266
umal1239	buki1248
umal1239	reja1241
umal1239	ukit1237
uman1240	ginu1240
uman1240	tura1265
umat1237	chin1286
umbi1243	kanj1260
umbu1235	nucl1327
umbu1256	mbar1253
umbu1256	umbi1243
umbu1257	bolo1261
umbu1257	ndom1244
umbu1258	anga1293
umbu1258	boun1245
umbu1258	imbo1238
umed1238	aman1265
umed1238	imon1245
umed1238	sowa1245
umes1235	finn1318
umes1235	jamt1238
umes1235	pite1240
umii1235	buna1275
umii1235	ngar1284
umir1236	remo1247
umir1236	sout2905
umon1238	doko1243
umon1238	ider1238
umon1238	ukpe1249
umot1240	boro1282
umot1240	guat1253
umot1240	otuk1240
umot1240	pare1272
umpi1239	kanj1260
umpi1239	kuuk1238
unaa1239	eipo1242
unaa1239	kete1254
unaa1239	kopk1238
unam1242	kiow1264
unam1242	kiow1266
unde1235	daak1235
unde1235	taje1237
unea1237	lusi1240
unea1237	mudu1242
unem1238	ikaa1238
unem1238	ikpe1243
unse1236	kuan1248
unua1237	rere1240
uppe1235	khoi1250
uppe1235	khun1255
uppe1235	sout2697
uppe1275	filo1235
uppe1275	nort2957
uppe1275	tecp1235
uppe1395	lowe1385
uppe1395	lowe1388
uppe1400	lowe1385
uppe1400	main1267
uppe1406	lowe1395
uppe1406	paco1243
uppe1427	labu1249
uppe1427	mino1243
uppe1427	saba1263
uppe1430	midg1235
uppe1437	nort2941
uppe1437	tana1290
uppe1438	holi1241
uppe1438	koyu1237
uppe1438	tana1289
uppe1439	cowl1242
uppe1439	lowe1427
uppe1439	sout2965
uppe1455	kobi1241
uppe1455	mand1436
urak1238	mokl1243
urak1238	sout2746
ural1274	kada1242
ural1274	mala1466
urap1239	mian1256
urap1239	tele1256
urap1239	tifa1245
urap1240	kair1267
urap1240	mali1284
urap1240	simb1259
urar1245	baje1238
urar1245	koys1242
urar1246	coca1259
urar1246	omur1241
urar1246	taus1253
urat1244	bumb1241
urat1244	mend1268
urav1235	eton1255
urav1235	ifoo1237
urdu1245	gher1238
urdu1245	lasi1242
urdu1245	memo1238
urho1239	eruw1238
urig1240	dana1254
urig1240	saus1246
urig1240	sins1241
urii1240	mama1277
urim1251	juwa1238
urim1251	kama1367
urim1251	koiw1243
urim1252	ambr1239
urim1252	komb1272
urim1252	mend1268
urip1239	maee1241
urip1239	mara1399
urni1239	djau1244
urni1239	gaga1251
urua1242	oung1239
urua1242	tora1259
urua1244	baha1258
urua1244	buru1308
urua1244	kara1499
urub1243	guaj1256
urub1243	temb1276
urub1250	urub1243
urue1240	kuyu1236
urue1240	orow1243
urug1238	arge1236
urug1238	char1240
urum1249	bats1242
urum1249	ingu1240
urum1249	nucl1302
urum1250	arik1264
urum1250	kari1311
urup1235	puru1264
urup1235	urue1240
urup1245	urup1235
uruu1244	cent2142
uruu1244	puqu1242
usag1244	bako1250
usag1244	efik1245
usan1239	kobo1248
usar1243	awiy1238
usar1243	kama1370
usar1243	kani1286
usho1238	indu1241
usho1238	torw1241
usil1237	ojit1237
usil1237	pala1351
usil1237	tlac1239
usku1243	naml1240
usku1243	tofa1246
uspa1245	ixil1251
uspa1245	poqo1254
uspa1245	saca1238
usui1238	kokb1239
usui1238	marm1234
usui1238	tipp1239
utar1238	akru1241
utar1238	igan1243
utar1238	mumm1238
utes1238	arap1274
utes1238	nava1243
utes1238	shos1248
utuu1240	baim1245
utuu1240	silo1240
uuuu1243	biyo1243
uuuu1243	enuu1235
uuuu1243	hmon1264
uuuu1243	horn1235
uuuu1243	smal1236
uvbi1238	isek1239
uvbi1238	izon1238
uvbi1238	urho1239
uyaa1238	amai1246
uyaa1238	gira1247
uyaa1238	kein1239
uyaa1238	muni1257
uzbe1248	bukh1238
uzbe1248	krym1236
uzek1238	ekaj1238
uzek1238	kuke1242
uzek1238	orin1239
vaag1238	irul1243
vaag1238	tami1289
vafs1240	alvi1241
vafs1240	gazi1243
vafs1240	turk1303
vagh1246	goar1239
vagh1246	gurg1240
vagh1246	sind1272
vagh1247	saya1246
vagh1247	surr1238
vagh1249	taku1257
vagh1249	tere1278
vagl1239	chak1271
vagl1239	kama1357
vagl1239	sout2790
vaii1241	klao1243
vaii1241	nucl1418
vaip1239	mani1292
vaip1239	thad1238
vale1250	manz1243
vale1250	ngam1269
vall1252	nort2951
vall1252	nort2952
vall1253	ozum1235
vall1253	pala1351
valm1241	aruo1240
valm1241	kapp1237
valm1241	tuml1238
vama1243	cemu1238
vama1243	pije1237
vame1236	muya1243
vang1243	lagh1246
vang1243	maro1244
vani1248	kris1246
vano1237	ayiw1239
vano1237	nang1262
vanu1242	amba1263
vanu1242	lese1243
vanu1242	mvub1239
vaoo1237	maee1241
vaoo1237	mpot1241
varh1239	holi1239
varh1239	nort2699
varh1239	sout2711
vari1239	sisi1250
vari1239	vagh1249
varl1238	chod1238
varl1238	konk1267
vasa1239	dubl1239
vasa1239	gami1242
vasa1239	khan1272
vasa1239	mawc1242
vase1234	haio1238
vase1234	kuan1247
vase1234	kwan1273
vedd1240	carn1240
vedd1240	dama1278
vedd1240	mala1544
vehe1237	labu1248
vehe1237	mapo1242
velu1238	acht1238
velu1238	dutc1256
velu1238	sall1238
vemg1240	mefe1242
vemg1240	psik1239
vemg1240	suku1272
vend1245	afri1274
vend1245	birw1238
vend1245	tson1249
vene1237	colo1254
vene1237	cuma1240
vene1258	emil1241
vene1258	friu1240
vene1258	istr1244
veng1238	baba1264
veng1238	kens1251
veng1238	komc1235
vent1242	barb1263
vent1242	serr1255
veps1250	balt1257
veps1250	ingr1248
veps1250	ludi1246
