la	lb
mang1416	luri1256
mang1417	boru1244
mang1417	buuu1244
mang1429	kath1251
mani1235	hata1243
mani1292	biet1238
mani1292	hran1239
mani1294	anii1245
mani1294	edei1246
mani1297	asil1242
mani1297	kaye1241
mani1297	luhu1243
mank1251	bala1302
mank1251	kasa1248
manm1238	huuu1240
mann1245	kond1295
mann1246	mala1464
mann1248	dann1241
mann1248	guin1254
mann1248	libe1247
mano1275	batu1258
mano1275	lora1237
mans1258	khan1273
mans1258	komi1268
mans1259	jola1263
mans1259	mand1419
mans1260	hata1243
mans1262	dava1245
mans1262	kaga1255
mant1265	caol1238
mant1265	hmon1331
mant1267	ambe1247
mant1267	deny1238
manu1255	brek1238
manu1255	geba1237
manx1243	iris1235
many1258	barw1243
many1259	chuw1238
many1259	lomw1241
manz1243	ganz1247
manz1243	gbay1287
maon1241	aich1238
maon1241	buna1273
maor1244	anta1255
maor1244	bush1250
mapa1244	bulg1265
mape1249	boro1279
mape1249	kate1253
mape1250	dima1252
mapi1250	mans1260
mapo1246	bani1254
mapu1244	abai1240
mapu1244	cent2092
mapu1245	alle1238
mapu1245	huil1244
maqu1238	guin1258
mara1266	come1251
mara1378	andh1242
mara1378	kaik1244
mara1378	lamb1269
mara1379	chok1243
mara1379	koir1240
mara1382	bawm1236
mara1385	alaw1244
mara1386	amii1238
mara1392	kisa1263
mara1393	khay1238
mara1397	ansu1237
mara1399	bign1238
mara1399	litz1237
mara1404	cebu1242
mara1404	lapu1236
mara1408	guia1246
mara1409	arai1239
mara1409	kais1242
marb1239	besm1235
mare1260	koko1267
mare1260	lolo1261
mare1260	mala1256
mare1261	bong1287
marf1238	kara1484
marf1238	maba1277
marg1251	iwai1244
marg1253	guny1241
marg1253	kuun1236
marg1254	clas1251
marg1254	huam1248
marg1266	huba1236
marg1266	hwan1240
mari1381	beot1247
mari1416	khoi1251
mari1417	madn1237
mari1419	mari1417
mari1422	mari1419
mari1423	mand1416
mari1423	mari1421
mari1424	madn1237
mari1424	mara1386
mari1424	mari1422
mari1426	cent2058
mari1428	dudu1240
mari1429	abag1245
mari1429	dump1243
mari1430	batu1258
mari1430	lola1248
mari1432	bahi1254
mari1432	bisi1244
mari1438	anem1248
mari1438	domu1245
mari1438	keap1239
mari1442	kaya1329
marm1234	chak1266
marm1234	lush1249
maro1244	kazu1245
mart1251	east2544
mart1251	laur1250
mart1254	mari1421
mart1254	mari1422
maru1249	dong1286
maru1252	kuli1255
marw1256	bagr1243
marw1256	dhat1238
masa1307	bino1237
masa1307	lubu1243
masa1311	coto1237
masa1322	gize1234
masa1322	hama1241
masb1237	alba1269
masb1238	fili1244
masb1238	inab1237
mash1267	kxoe1243
mash1269	biky1238
mash1269	bukw1238
mash1269	etky1238
mash1270	amar1274
mash1270	mach1268
masi1265	kede1239
masi1266	bati1253
masi1266	bobo1254
masi1268	bara1369
masl1241	afad1236
masl1241	malg1250
mass1262	kara1484
mass1262	masm1239
mass1263	airo1242
mata1275	amun1246
mata1306	mada1293
mata1306	mafa1239
matb1237	biga1238
mate1260	gall1278
mati1250	atam1240
mati1253	kama1373
mato1250	even1259
mato1250	kara1462
mato1252	bonk1244
mato1253	baka1277
mato1253	kaya1329
mats1244	kuli1255
matt1238	chim1301
matt1238	kark1259
matu1259	mach1265
matu1261	barg1252
maty1235	mark1256
maun1240	amar1271
maun1240	kunb1251
mauw1238	bepo1240
mawa1266	kowa1245
mawa1266	maia1253
mawa1267	guma1255
mawa1268	maco1239
mawa1270	keng1240
mawc1242	bhil1253
mawe1251	kapt1235
mawe1251	mare1261
maxa1247	capo1236
maxa1247	macu1258
maxi1236	agun1238
maxi1236	edei1244
maxi1236	ifee1241
maya1280	guga1239
maya1282	duri1243
maya1282	made1253
maye1238	bang1354
maye1238	boli1255
maye1238	luse1252
mayo1261	bang1353
mayo1261	lika1243
mayo1262	bala1310
mayo1262	bata1298
mayo1264	guai1237
mayo1264	guaz1234
mayo1270	kana1291
mayo1270	koru1247
mayo1270	mati1255
mayo1271	demu1235
mayo1271	mati1255
mayo1272	mati1255
maza1292	coat1238
maza1292	isth1238
maza1296	cuya1240
maza1306	maan1239
maza1306	mang1429
mbaa1245	bali1274
mbaa1245	lomb1260
mbab1239	gudj1237
mbab1239	guwa1242
mbal1255	haio1238
mbal1255	kwam1251
mban1262	gbay1278
mban1263	gili1241
mban1264	holu1245
mbar1253	lamu1254
mbar1254	ande1247
mbat1247	abur1243
mbat1247	ebri1238
mbat1248	bofi1238
mbay1241	kuoo1238
mbay1241	laka1254
mbed1242	gava1241
mbee1250	bang1356
mbee1250	lamn1239
mber1257	kota1274
mbes1238	baba1263
mbes1238	budz1238
mbiy1238	arit1239
mbiy1238	gugu1256
mboc1235	akoo1248
mboc1235	fefe1239
mbod1238	bila1255
mbod1238	lomb1254
mboi1246	bata1314
mboi1246	bena1260
mboi1246	gudu1250
mbok1243	akwa1248
mbok1243	kota1274
mbol1247	kela1254
mbol1247	kele1255
mbon1252	bebi1242
mbos1242	koyo1242
mbow1246	kaon1241
mbow1246	luch1239
mbre1244	koro1306
mbug1240	asut1235
mbug1240	bond1247
mbug1242	goro1270
mbug1242	masa1300
mbuk1240	anii1246
mbuk1243	dugw1239
mbul1258	baga1270
mbul1260	bena1260
mbul1260	kaan1247
mbul1263	male1289
mbum1254	diii1241
mbun1249	luch1239
mbur1239	ciwo1236
mbuu1238	kosh1246
mbuu1238	kung1260
mbwe1238	luim1238
mbya1239	kain1272
mbya1239	kimd1235
meaa1237	iaai1238
mede1237	mauw1238
medi1245	cald1236
medi1245	chim1302
medn1235	aleu1260
medn1235	alut1245
medu1238	bamu1253
meen1242	benc1235
meen1242	dizi1235
mefe1242	buwa1243
megl1237	anci1242
megl1237	balk1254
megl1237	mace1250
mehi1240	awet1244
mehr1241	baha1259
mehr1241	bath1244
meke1243	kuni1267
mekm1240	biwa1243
mekm1240	chan1319
mele1250	lele1267
melo1242	bask1236
melo1242	gofa1235
melp1238	kyak1244
mend1261	baba1266
mend1261	bamb1266
mend1266	kono1268
mend1267	buka1261
mend1267	kere1285
mend1268	kwan1278
meng1264	bame1260
meng1267	kolp1236
meni1247	coto1237
menk1238	ambe1247
menk1238	aton1242
menk1238	busa1251
meno1252	cent2136
meno1252	chip1241
meno1252	hoch1243
ment1249	keri1250
ment1249	lubu1241
meny1245	hamt1247
meos1237	mani1235
mera1242	kolp1236
mera1242	mako1250
mere1242	butm1237
mere1246	mbuk1243
meri1244	bine1240
merl1237	mari1426
mero1237	beja1238
mero1237	hara1258
merw1238	kanj1259
merw1238	marw1260
mesa1245	befa1241
mesa1245	caka1240
mesa1245	esim1238
mesc1238	afro1254
mesc1238	lipa1241
mese1244	buru1306
mesk1242	iowa1245
mesm1239	lele1276
mesm1239	marb1239
mesm1243	dawr1236
mesm1243	hadi1240
meso1252	baje1238
meso1252	jewi1240
mesq1240	libi1250
meta1238	luoc1235
metl1238	mali1285
mewa1249	kanj1259
mewa1250	braj1242
mewa1250	hary1238
mexi1237	cent2132
meya1236	hata1243
mezo1235	chaz1235
mezo1235	coyo1236
mezq1235	esta1236
mfin1238	ibal1241
mfin1238	lonz1238
mfum1238	cent2312
mfum1238	limb1268
miah1235	amat1238
miah1235	coat1243
miam1252	cher1273
miam1252	mesk1242
mian1254	maia1253
mian1254	mauw1238
mich1243	chip1241
mich1243	dako1258
mich1246	cent2144
midd1327	kawa1276
midg1235	lowe1415
mido1240	bert1249
mido1240	elhu1238
mido1240	hara1258
mids1243	gbay1278
miga1241	dedu1240
miga1249	dard1243
miis1236	assa1269
miju1243	diga1241
mika1239	baha1260
mika1239	lucu1238
mikm1235	male1292
mikm1235	mari1381
mili1235	ekaa1234
mili1235	hler1235
mili1235	limi1243
mill1237	alle1238
milt1241	boor1242
milt1241	gada1262
milu1241	coos1249
mimi1240	kend1253
mimi1240	mara1396
mimi1241	amda1238
mimi1241	mimi1240
mina1268	achi1257
mina1274	kere1286
mina1276	mbed1242
minb1244	fuzh1239
minb1244	jian1240
minb1244	long1386
mind1253	fuzh1239
mind1255	gang1270
mind1255	kolo1267
ming1252	abkh1244
ming1252	lazz1240
ming1254	dzaa1238
mini1251	kair1267
mini1251	kuan1248
mini1253	beli1258
mink1237	gang1267
mink1237	maya1280
mino1243	lana1236
minr1238	bate1262
mint1239	minr1238
minz1235	lian1259
minz1236	caol1238
miqi1235	kunm1234
mira1251	astu1245
mira1251	fala1241
mira1251	gali1258
mire1238	kimr1241
miri1266	gadj1243
miri1266	guri1247
miri1266	kitj1240
miri1270	hupd1244
mirp1238	kash1277
mish1244	cakf1236
misi1242	damu1236
misi1243	duau1237
misk1235	maya1285
mitl1236	guil1236
mitt1253	beli1257
mitt1253	luwo1239
mitu1240	kela1254
mitu1240	leng1258
miuu1237	gimi1242
miuu1237	kove1237
miwa1242	gadj1243
miwa1242	kwin1241
mixi1241	baga1270
mixi1241	baga1272
mixi1241	krio1253
mixt1425	juxt1235
mixt1426	lapa1249
miya1259	cent2126
miya1266	kari1316
miya1266	mbur1239
miyo1238	dita1238
miyo1238	food1238
mlah1239	clas1252
mlah1239	diml1238
mlap1238	kemt1242
mlap1238	mekw1241
mlom1238	gusi1246
mlom1238	karo1294
mmaa1238	elip1238
mmaa1238	mbul1262
mmen1238	komc1235
mmen1238	kukk1239
mmen1238	mbuu1238
moba1244	bimo1239
moba1244	kusa1250
mobu1235	adio1239
mobu1235	alla1248
mobu1235	apro1235
moch1255	cimb1238
moch1256	mach1266
moch1259	cull1235
moco1246	abip1241
moda1242	beli1257
moda1242	jurm1239
mode1248	balk1254
mode1248	bulg1240
mode1248	ladi1251
moer1240	bepo1240
moer1240	kora1296
mofu1248	cuvo1236
mofu1248	mbed1242
mogh1245	haza1239
mogu1251	jonk1238
mogu1251	mabi1242
moha1256	hava1248
moha1258	mahi1248
mohe1244	mart1251
moic1236	liku1242
moii1235	asss1237
moii1235	kala1256
moik1239	anem1248
moji1238	bokh1237
mokk1243	chia1237
mokk1243	khun1259
mokl1243	moke1242
moko1243	boko1266
moko1243	dend1243
mokp1239	isuf1235
moks1248	erzy1239
mola1238	alse1251
molb1237	bong1289
molb1237	cacg1235
mold1243	gaga1249
mold1243	goth1244
mole1238	bata1285
mole1238	beng1282
moli1248	iama1237
moli1248	mina1269
molm1235	fass1245
molo1257	akaa1242
molo1257	buru1301
molo1262	awyi1241
molo1262	kaur1271
molo1266	bald1241
molo1266	dugw1239
moma1242	daak1235
moma1242	lind1248
moma1243	miga1241
momb1254	donn1238
momi1242	kopk1238
momi1242	koru1245
momj1237	koma1266
momu1241	diuw1238
mona1241	etru1241
mona1241	lati1261
mond1265	kurt1250
mond1267	maza1306
mond1267	minz1236
mong1264	halh1238
mong1264	khak1248
mong1330	chin1476
mong1330	mong1264
mong1338	deng1250
mong1342	bola1252
mong1342	lola1250
mong1344	ango1255
mong1344	lang1328
mong1345	mang1396
moni1237	mata1288
moni1237	maya1285
mono1268	bahn1262
mono1268	hree1244
mono1268	katu1273
mono1269	dama1267
mono1270	lang1318
mono1270	mban1263
mono1275	cent2140
mons1234	gang1266
mont1268	atik1240
mont1268	male1292
mont1280	koen1239
mooo1239	kyak1243
mooo1239	makn1235
mopa1243	beli1260
mopa1243	itza1241
mopa1243	kekc1242
mora1239	abun1252
mora1239	asss1237
mora1273	bina1275
mora1273	domu1245
morb1239	erok1237
more1258	anam1248
mori1268	baho1237
mori1271	bamu1257
mori1271	ikob1240
mori1271	mina1274
mori1273	lore1243
mori1273	mats1244
morm1235	bura1276
morm1235	kehu1238
moro1281	baba1273
moro1281	jaya1242
moro1285	lumu1239
moro1286	bisl1239
moro1286	mere1242
moro1287	coas1295
moro1289	badi1247
moro1292	jude1265
moro1292	moro1242
mort1237	chuu1238
moru1253	avok1242
moru1253	moro1284
mose1249	leco1242
mosi1247	buru1320
mosi1248	bila1257
mosk1236	aran1237
mosk1236	maib1239
mosk1236	meya1236
moss1236	buli1254
moss1236	konn1242
moss1236	mamp1244
motl1237	leme1238
motl1237	mota1237
motu1246	gras1249
mouk1239	lamo1244
mouk1239	lusi1240
moun1252	abad1241
moun1252	fuyu1242
moun1252	hunj1241
movi1243	cayu1262
movi1243	chir1294
moya1235	inla1260
moya1235	maen1235
moya1235	masa1307
moyo1238	aimo1244
moyo1238	chot1239
moyo1238	mons1234
moza1249	chen1266
mpad1242	budu1265
mpad1242	malg1250
mpal1237	arit1239
mpie1238	gund1247
mpon1254	bang1347
mpon1254	mpie1238
mpot1240	mand1423
mpot1241	malo1243
mpra1235	gonj1241
mpra1235	hang1258
mpuo1241	ding1239
mpuo1241	kwes1244
mpur1239	karo1303
mpur1239	meya1236
mroc1235	chin1478
mruu1242	beng1280
mruu1242	darl1242
mruu1242	garo1247
mser1242	chad1238
mser1242	lagw1237
mser1242	masl1241
mtir1235	irig1242
mtir1235	isar1235
mtir1236	mtir1235
mual1241	jang1257
muan1234	buga1247
muan1234	mang1429
muan1234	mond1267
muba1238	dibi1240
muba1238	kamu1260
muba1238	kara1497
mubi1246	birg1239
mubi1246	masm1239
mubi1246	miga1249
muda1235	kado1242
muda1235	manm1238
mudb1240	dago1245
mudb1240	djin1251
mudb1240	guri1247
mudh1235	kuvi1243
mudh1235	mann1245
mudu1241	kudi1237
mudu1242	bulu1253
mufi1238	ambu1247
mufi1238	buki1249
mufi1238	bumb1241
muin1242	ando1254
mukh1238	koya1251
muku1242	dang1274
muku1242	mawa1270
mula1253	eeee1240
mula1253	maon1241
mula1254	hume1246
mula1254	motu1246
mull1237	kamu1258
mull1237	mara1386
mull1244	alla1247
mull1244	aluk1238
mull1244	bada1257
mulu1243	djan1238
mulu1243	dyaa1242
mulu1243	dyir1250
mumm1238	anam1247
muna1247	buso1238
munc1235	chin1478
munc1235	geko1235
mund1320	bagh1251
mund1320	kudm1238
mund1320	kuru1302
mund1325	gida1247
mund1326	avok1242
mund1326	keli1248
mund1328	abar1238
mund1328	kosh1246
mund1330	apia1248
mund1334	kule1247
mund1334	mang1417
mung1266	luoc1235
mung1269	ansu1237
mung1269	biak1248
muni1257	mawa1267
muni1258	jebe1250
munj1244	kati1270
muns1251	erie1238
mura1271	dege1247
mure1235	chap1269
muri1259	bara1370
muri1260	buna1277
muri1260	kopa1248
murk1238	kimk1238
murl1244	anua1242
murl1244	kaci1244
murr1258	djam1255
murr1258	gadj1243
murr1258	mari1419
murs1242	aari1239
murs1242	dizi1235
murs1242	kweg1241
muru1266	aust1271
muru1266	guny1241
muru1266	guwa1243
muru1273	bagu1252
muru1273	mosi1248
muru1274	abis1238
muru1274	mini1256
musa1263	athp1241
musa1265	kowa1245
musa1266	apal1256
muse1242	gize1234
muse1242	hama1241
musg1254	gize1234
musg1254	maje1243
musg1254	mbar1260
mush1238	awee1242
mush1238	boon1242
musi1241	coll1240
musi1241	jamb1236
musi1241	kome1238
musk1256	cent2050
musk1256	lagw1237
muso1238	arib1240
muso1238	duwe1237
muso1238	mese1244
muth1236	mala1466
mutu1242	karn1252
mutu1242	mbul1263
muya1239	daoh1239
muya1239	ersu1241
muya1239	guiq1238
muya1243	mada1293
muya1243	molo1266
muyu1244	budi1249
muyu1244	kili1267
muyu1244	misi1243
muzi1235	bokh1237
muzi1235	moji1238
mvan1238	bita1251
mvan1238	mbon1253
mwag1236	bero1242
mwag1236	duhw1236
mwag1236	fyam1238
mwan1247	makh1266
mwan1247	mako1251
mwan1250	guro1248
mwan1250	koya1253
mwat1237	buna1276
mwer1247	mate1258
mwer1247	mpot1240
mwer1248	mach1265
mwim1241	chuk1274
mwim1241	meru1245
mzie1235	anga1288
naaa1245	galo1242
naas1242	daan1235
naba1253	jaya1242
naba1256	muso1238
nabi1239	agii1245
nabi1239	mini1253
nabi1240	fare1241
nabi1240	kusa1250
nabi1240	mamp1244
nach1240	bahi1252
nach1240	caml1239
nach1240	dumi1241
nade1244	cari1280
nafa1258	domp1238
nafa1258	ligb1244
nafi1237	duwe1237
nafu1238	ling1242
naga1394	dima1251
naga1394	lian1251
nage1237	ende1246
nage1237	keoo1238
nagu1244	doya1240
nagu1244	duli1241
nagu1244	duup1238
naha1262	chha1249
naha1262	kama1350
naii1241	ango1254
najd1235	jude1257
najd1235	jude1266
naka1260	bura1267
naka1260	djee1236
naka1263	hulu1246
naka1263	lisa1239
naka1264	mung1272
naka1264	nafi1237
naka1265	iwur1240
naka1265	ketu1238
nake1240	bagu1252
nake1240	mate1260
naki1238	beez1238
naki1238	mund1328
nakw1240	amap1240
nalc1240	eipo1242
nalc1240	koru1245
nalc1240	kosa1251
nali1244	kuot1243
nali1244	laku1238
nali1245	eree1241
nali1245	lele1270
nali1245	louu1245
nalu1239	gepo1234
nalu1239	kuam1234
nalu1240	biaf1240
nalu1240	mbul1258
nama1266	dree1234
nama1267	kunj1246
nama1267	nama1266
nama1268	emae1237
nama1268	lewo1242
namb1291	domb1246
namb1293	nama1266
name1237	daiz1235
name1237	ennn1243
nami1249	kung1261
nami1258	esee1247
naml1240	dubu1240
naml1240	molo1262
namo1246	lenn1234
namo1246	nama1267
namo1247	caro1242
namo1247	chuu1238
namo1248	east2447
namu1246	ersu1241
nana1257	kile1243
nanc1253	kaba1292
nanc1254	anyi1247
nand1264	bhel1238
nand1264	chig1238
nand1264	konz1239
nand1266	keiy1238
nand1266	mark1255
nane1238	bank1258
nane1238	bolo1266
nane1238	dzuu1241
nang1259	mari1417
nang1261	jams1239
nang1262	amba1266
nang1262	nalo1235
nanj1234	hefe1234
nank1250	mura1271
nann1239	jion1236
nant1250	huac1244
nant1250	mach1267
nanu1240	kyen1243
nanu1240	lemb1266
nape1237	chap1269
nape1237	jora1240
napo1242	cofa1242
napu1241	beso1237
napu1241	lind1248
nara1262	beja1238
nara1262	bili1260
nara1262	kuna1268
nara1263	ambl1237
nara1264	mari1435
nari1240	dong1294
naro1249	gwii1239
naro1249	here1253
naro1251	brun1242
naro1251	lela1246
narp1239	east2345
narp1239	lowa1242
narp1239	mana1288
naru1238	guya1249
nasa1240	dixo1238
nasa1240	labo1244
nask1242	mont1268
nasv1234	axam1237
nasv1234	lete1241
nata1252	bash1263
nata1254	atay1247
natc1249	adai1235
nate1242	dita1238
nate1242	mbel1240
nath1238	koti1238
nath1238	makh1264
nati1243	jalk1242
nati1244	labo1244
natu1246	nang1262
naue1237	fata1247
naue1237	maka1316
naun1237	muss1246
nauo1235	bang1339
nauo1235	naru1238
naur1243	chin1253
nava1243	ariz1237
navu1237	moro1286
navw1234	lete1241
navw1234	malf1237
navw1234	nati1244
nawa1258	bari1290
nawa1258	doro1266
nawa1258	moik1239
nawa1258	nami1258
nawa1259	arap1274
nawa1259	arik1262
nawu1242	chum1261
nawu1242	giky1238
naxi1245	chon1285
nayi1242	lasg1238
nayi1242	nata1252
nayi1243	char1269
nayi1243	kafa1242
ncan1245	bumm1238
nchu1238	akan1250
nchu1238	domp1238
nchu1238	kpla1238
ndai1238	kara1478
ndak1241	budu1250
ndak1241	mbod1238
ndal1241	lamb1272
ndam1239	bena1262
ndam1239	hehe1240
ndam1251	laal1242
ndam1251	mire1238
ndam1254	bubi1250
ndam1254	duma1253
ndan1241	fefe1239
ndan1241	ghom1247
ndan1241	kwaa1265
ndan1241	medu1238
ndas1238	mban1268
ndau1241	moza1235
ndeg1238	etky1238
ndem1249	bonk1243
ndem1249	kwaa1265
nden1248	matu1259
nden1249	mand1423
nden1250	cros1244
ndin1245	lafo1243
ndob1238	boko1263
ndoe1238	boky1238
ndog1248	baii1251
ndog1248	bela1255
ndol1238	bamw1238
ndol1238	bolo1263
ndol1238	ling1263
ndom1244	kwan1289
ndom1245	kima1246
ndom1245	kone1241
ndon1254	kwan1273
ndoo1241	bita1251
ndoo1241	jibu1239
ndoo1242	lend1245
ndoo1242	lugb1240
ndug1245	lowe1415
ndum1239	kani1279
ndun1249	maba1270
ndun1251	mvan1238
ndut1239	leha1242
ndyu1241	akur1238
ndyu1242	akur1238
ndzw1235	maor1244
ndzw1235	mwal1237
neap1235	arbe1236
nede1245	alor1247
nede1245	blag1240
nefa1235	galo1242
nege1240	mala1482
negi1245	gily1242
neha1247	hako1237
nekk1240	nafi1237
neko1240	awad1244
neko1240	nekg1240
neku1237	meaa1237
neme1244	dree1234
nemi1240	fwai1237
nemi1240	jawe1237
nend1239	apal1256
nend1239	atem1241
nene1249	fore1274
neng1238	anei1239
neng1238	dehu1237
nenn1238	idii1243
nenn1238	namb1293
nenn1238	neme1244
nepa1250	dhan1265
nepa1250	hela1238
nepa1253	jeru1240
nepa1253	mait1250
nese1235	maee1241
nese1235	malu1245
nese1235	mpot1241
neta1235	benl1235
neta1235	gana1268
nete1240	biso1243
nete1240	ipil1240
newa1246	dhan1265
newa1246	koch1247
newr1237	chim1301
newr1237	kono1241
newz1236	maor1246
neyo1238	godi1239
nezp1238	cayu1241
nezp1238	coeu1236
ngab1239	chan1324
ngab1239	dora1242
ngad1258	kala1379
ngai1241	awad1244
ngaj1237	baku1263
ngaj1237	kohi1250
ngal1291	fala1243
ngal1291	haka1240
ngal1292	djau1244
ngal1292	mang1381
ngal1293	mara1385
ngal1293	ngal1292
ngal1296	bodo1272
ngal1300	beri1253
ngam1265	dier1241
ngam1267	mung1266
ngam1268	herd1236
ngam1268	lele1276
ngam1268	mbay1241
ngam1269	bagi1244
ngam1269	luto1241
ngan1291	dolg1241
ngan1295	djin1252
ngan1295	djin1253
ngan1296	gami1243
ngan1296	kumb1268
ngan1299	anuf1239
ngan1299	mbel1240
ngan1300	diri1252
ngan1300	kxoe1243
ngan1302	lali1242
ngan1304	mbat1248
ngar1235	djam1255
ngar1235	guri1247
ngar1284	kitj1240
ngar1287	kari1304
ngar1287	mart1255
ngar1296	kari1304
ngas1238	kamb1297
ngaw1239	asho1236
ngaw1239	mara1382
ngaw1240	guga1239
ngaw1240	mayk1239
ngaw1240	mbab1239
ngaz1238	mwal1237
ngaz1238	mwan1247
ngba1284	alii1240
ngba1284	mbat1248
ngba1285	monz1249
ngba1287	alii1240
ngba1287	gili1241
ngba1287	manz1243
ngbe1238	bang1353
ngbe1238	made1252
ngbi1238	boma1246
ngbi1238	kang1286
ngbu1241	mban1263
ngbu1241	monz1249
ngbu1241	ngba1284
ngel1238	baba1263
ngel1238	bwaa1238
ngel1238	mbaa1245
ngem1255	mend1261
ngem1255	ngam1267
ngen1256	anyi1245
ngen1256	beng1286
ngen1256	bond1246
ngen1257	kwan1289
ngeq1245	alak1253
ngeq1245	lowe1395
nget1241	herd1236
nget1241	mesm1239
nget1241	muse1242
nggw1242	marg1266
ngie1242	menk1238
ngie1242	meta1238
ngil1242	dagi1241
ngin1244	mwer1248
ngit1239	bera1259
ngit1239	hema1238
ngiz1242	kare1348
ngiz1242	ngam1282
ngka1235	badi1247
ngko1236	lowe1403
ngko1236	narr1259
ngom1268	ling1263
ngom1270	bekw1242
ngom1270	maho1248
ngom1272	ghom1247
ngom1272	meng1264
ngom1272	ngie1241
ngom1272	ngom1271
ngon1267	kwes1244
ngon1267	mbal1257
ngon1269	makh1260
ngon1269	makh1261
ngos1238	aton1242
ngos1238	ngie1242
ngul1236	kosr1238
ngul1236	mars1254
ngul1236	naur1243
ngul1246	kagu1239
ngul1246	mosi1247
ngul1247	ding1239
ngum1255	kwas1243
ngun1266	band1344
ngun1266	gban1258
ngun1266	kpag1238
ngun1270	bomw1238
ngun1270	dibo1245
ngun1272	mbos1242
ngun1272	moic1236
nguo1239	arem1240
nguo1239	chut1247
ngur1261	aust1271
ngur1261	marg1253
ngur1263	ikom1245
ngur1263	kabw1241
ngwa1251	boga1251
ngwa1251	gaan1243
ngwe1238	came1254
ngwe1238	mund1327
ngwo1241	ngos1238
nhan1238	malg1242
nhen1239	curr1243
nhen1239	mand1448
nhuw1239	dhal1245
nhuw1239	mart1255
nias1242	bata1293
nica1238	male1297
nica1238	mata1288
niel1243	buaa1245
niel1243	laal1242
nige1240	gunn1250
nige1253	kutt1236
nige1255	came1252
nige1255	mvan1238
nige1257	borg1235
nige1257	busa1253
nigi1241	beri1253
niha1238	kork1243
niii1240	melp1238
niks1238	hewa1241
niks1238	nigi1241
nila1242	isan1243
nila1244	amah1245
nima1243	malv1243
nima1243	niha1238
nimb1256	mamb1294
nimi1240	fino1238
nimi1240	gusa1246
nimo1246	misi1243
nimo1247	bopa1235
nimo1247	nakw1240
nina1238	arut1244
nind1242	mate1258
nind1242	nden1249
nind1242	ngon1269
ning1271	akpo1243
ning1271	kago1247
ning1271	kani1277
ning1273	gnau1240
ning1273	nabi1239
ning1274	faiw1243
ning1275	kris1246
ning1279	jiny1235
ning1279	lanz1234
ning1280	chin1283
ning1280	hang1257
nini1235	angg1239
nini1235	hupl1238
nini1235	koru1245
ninz1246	alum1246
ninz1246	eggo1239
ninz1246	mada1282
nips1240	kosa1249
nips1240	nalc1240
nisa1239	bagu1251
nise1244	cent2140
nisg1240	gitx1241
nisi1238	buga1247
nisv1234	burm1263
nisv1234	daka1243
niti1249	ling1265
niua1240	laua1243
niua1241	niua1240
niue1239	niua1241
niva1238	iyow1239
njan1240	bung1259
njan1240	came1252
njen1238	meta1238
njen1238	mund1327
njye1238	baka1272
njye1238	bang1347
njye1238	koon1245
nkan1238	luya1241
nkan1238	mbun1249
nkan1238	mbwe1238
nkar1238	ibib1240
nkar1238	itum1245
nkem1242	ekaj1238
nkem1242	mbee1249
nkhu1238	kwad1244
nkhu1238	ngen1257
nkon1247	bass1260
nkon1247	came1254
nkon1247	mboc1235
nkor1239	defa1248
nkor1239	goka1239
nkor1239	khan1278
nkoy1244	ilaa1246
nkoy1244	mbow1246
nkuk1238	agoi1246
nkut1238	luna1244
nnam1238	aban1242
nnam1238	ekaj1238
nnam1238	nden1250
nobi1240	hija1235
nobi1240	kenu1236
nobo1238	nake1240
noct1238	kony1248
noct1238	misi1242
noga1249	chec1245
noga1249	kumy1244
noir1238	bhil1253
noma1260	mbul1262
noma1262	chua1250
noma1262	gimi1243
noma1263	asha1243
noma1263	ashe1272
nomu1240	kina1251
nong1247	daiz1235
nong1247	name1237
nonu1241	mini1256
nonu1241	muin1242
nook1247	halk1245
noon1243	ncan1245
nopa1235	east2558
nort1545	luop1235
nort1546	cent1394
nort1552	east2534
nort2626	dani1285
nort2627	kols1241
nort2627	limb1263
nort2641	assy1241
nort2641	chal1275
nort2641	hert1241
nort2645	dezf1238
nort2645	laki1244
nort2662	guja1253
nort2665	jaka1245
nort2666	ashk1246
nort2671	inar1241
nort2690	bash1264
nort2690	bukh1238
nort2697	aghw1237
nort2697	loma1235
nort2697	musl1236
nort2702	dand1238
nort2702	koya1251
nort2709	east2346
nort2709	kuta1241
nort2716	moji1238
nort2716	muzi1235
nort2718	ache1244
nort2718	kats1235
nort2723	lizu1234
nort2723	namu1246
nort2724	lanp1241
nort2725	aona1235
nort2727	east2357
nort2732	east2371
nort2735	east2370
nort2740	lame1256
nort2740	mlab1235
nort2740	mokk1243
nort2740	mpii1239
nort2741	chon1284
nort2741	nort2684
nort2747	east2370
nort2747	geee1239
nort2749	east2372
nort2749	gela1264
nort2756	kaur1267
nort2756	ngko1236
nort2765	kono1268
nort2765	lele1266
nort2770	nimb1256
nort2775	gbay1286
nort2775	kare1338
nort2780	cwib1235
nort2784	lyel1241
nort2787	dzuu1241
nort2795	kala1384
nort2810	cent2041
nort2816	kron1241
nort2819	bomu1247
nort2819	mark1256
nort2828	gane1237
nort2828	naka1263
nort2836	emae1237
nort2839	lonw1238
nort2847	lena1238
nort2857	adze1240
nort2857	midd1327
nort2860	daii1240
nort2864	hulu1246
nort2864	loun1239
nort2864	nila1244
nort2867	huau1237
nort2867	manu1258
nort2875	casi1235
nort2875	ilok1237
nort2877	butb1235
nort2877	kank1243
nort2877	maen1235
nort2885	cebu1242
